mapping_row_id,paper_id,check_id,claim_id,claim_ids,supporting_claim_ids,target_ids,item_type,scientific_role,source_ref,scientific_object,disposition,disposition_source,reason_codes,next_action,direct_cause_categories,root_cause_categories,code_fault_statuses,fidelity_status,fidelity_score,fidelity_min_score,fidelity_target_scores,fidelity_missing_target_ids
MAP-0068,0911.0556,fig3_b_theta_alpha_1_2pi,CLM_MICROMASER,CLM_MICROMASER,,T008,figure_series,theoretical_numerical,"Main Fig. 3(B), black curve, PDF p. 4",Micromaser theta(s) at alpha=1.2pi.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0071,0911.0556,fig3_c_activity_alpha_2pi,CLM_MICROMASER,CLM_MICROMASER,,T009,figure_series,theoretical_numerical,"Main Fig. 3(C), blue curve, PDF p. 4",Micromaser discontinuous activity k(s)/10 at alpha=2pi.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0070,0911.0556,fig3_c_theta_alpha_2pi,CLM_MICROMASER,CLM_MICROMASER,,T009,figure_series,theoretical_numerical,"Main Fig. 3(C), black curve, PDF p. 4",Micromaser theta(s) at alpha=2pi and its first-order singularity.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0072,0911.0556,fig3_d_active_distribution,CLM_MICROMASER,CLM_MICROMASER,,T010,figure_series,theoretical_numerical,"Main Fig. 3(D), upper distribution labelled s=-0.05, PDF p. 4",Active-phase biased cavity photon-number distribution.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0073,0911.0556,fig3_d_coexistence_distribution,CLM_MICROMASER,CLM_MICROMASER,,T010,figure_series,theoretical_numerical,"Main Fig. 3(D), middle distribution s=0, PDF p. 4",Stationary coexistence cavity photon-number distribution.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0074,0911.0556,fig3_d_inactive_distribution,CLM_MICROMASER,CLM_MICROMASER,,T010,figure_series,theoretical_numerical,"Main Fig. 3(D), lower distribution also printed as s=-0.05, PDF p. 4",Inactive-phase low-photon distribution; the duplicate printed label is an open source-label discrepancy.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0165,10.1038-s41467-025-67768-4,claim_feedback_source_alignment,CLM_FEEDBACK,CLM_FEEDBACK,,T001,quantitative_claim,analytic_claim,Main Fig. 2 discussion and Supplementary Note 3,Feedback correction suppresses the amplified-noise expectation bias,externally_blocked,target_projection,external_root_cause_publication_underspecified,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0121,10.1038-s41467-025-67768-4,main_fig2c_simulation_curves,CLM_FEEDBACK,CLM_FEEDBACK,,T001,figure_panel,theory_numerical,"Main Fig. 2(c), dashed curves, PDF p. 3",Four feedback/post-selection simulation curves for two states with and without correction,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0162,10.1038-s41467-025-67768-4,supp_fig10b_logical_cnot_expectation,CLM_LATTICE_SURGERY,CLM_LATTICE_SURGERY,,T009,figure_panel,theory_numerical,"Supplementary Fig. 10(b), supplement p. 13",Circuit-level logical-CNOT expectation versus scaled noise,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0163,10.1038-s41467-025-67768-4,supp_fig10c_lattice_surgery_bias_overhead,CLM_LATTICE_SURGERY,CLM_LATTICE_SURGERY,,T009,figure_panel,theory_numerical,"Supplementary Fig. 10(c), supplement p. 13",First- and second-order lattice-surgery ZNE bias versus sampling overhead,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0140,10.1038-s41467-025-67768-4,supp_fig2_qldpc_logical_error_distribution,CLM_Q_LDPC,CLM_Q_LDPC,,T008,figure_panel,theory_numerical,"Supplementary Fig. 2, supplement p. 5","[[72,12,6]] qLDPC Monte Carlo distribution of simultaneously affected logical qubits",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0177,10.1038-s41586-026-10720-3,M2a,CLM_T_F2A,CLM_T_F2A,,T_F2A,figure_panel,theoretical_numerical,"Main PDF p.3, Fig. 2(a)",full co-moving dispersion,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0178,10.1038-s41586-026-10720-3,M2b,CLM_T_F2B,CLM_T_F2B,,T_F2B,figure_panel,theoretical_numerical,"Main PDF p.3, Fig. 2(b)",infrared dispersion and landmarks,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0179,10.1038-s41586-026-10720-3,M2c,CLM_T_F2C,CLM_T_F2C,,T_F2C,figure_panel,theoretical_numerical,"Main PDF p.3, Fig. 2(c)",ultraviolet phase-matching roots,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0187,10.1038-s41586-026-10720-3,M4a-T,CLM_T_F4A,CLM_T_F4A,,T_F4A,figure_series,theoretical_numerical,"Main PDF p.7, Fig. 4(a), black curve; Methods D, mu=10.0",Eq. (D.1) theory curve at 1100 nm probe,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0189,10.1038-s41586-026-10720-3,M4b-T,CLM_T_F4B,CLM_T_F4B,,T_F4B,figure_series,theoretical_numerical,"Main PDF p.7, Fig. 4(b), black curve; Methods D, mu=1.2",Eq. (D.1) theory curve at 1200 nm probe,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0191,10.1038-s41586-026-10720-3,M4c-T,CLM_T_F4C,CLM_T_F4C,,T_F4C,figure_series,theoretical_numerical,"Main PDF p.7, Fig. 4(c), black curve; Methods D, mu=1.1",Eq. (D.1) theory curve at 1300 nm probe,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0193,10.1038-s41586-026-10720-3,M4d-T,CLM_T_F4D,CLM_T_F4D,,T_F4D,figure_series,theoretical_numerical,"Main PDF p.7, Fig. 4(d), black curve; Methods D, mu=10.0",Eq. (D.1) theory curve at 1400 nm probe,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0195,10.1038-s41586-026-10720-3,M4e-T,CLM_T_F4E,CLM_T_F4E,,T_F4E,figure_series,theoretical_numerical,"Main PDF p.7, Fig. 4(e), black curve; Methods D, mu=1.0",Eq. (D.1) theory curve at 1450 nm probe,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0197,10.1038-s41586-026-10720-3,M4f-T,CLM_T_F4F,CLM_T_F4F,,T_F4F,figure_series,theoretical_numerical,"Main PDF p.7, Fig. 4(f), black curve; Methods D, mu=1.05",Eq. (D.1) theory curve at 1600 nm probe,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0200,10.1038-s41586-026-10720-3,S1a,CLM_T_S1A,CLM_T_S1A,,T_S1A,figure_panel,theoretical_numerical,"Supplement PDF p.4, Fig. 1(a)",signal wavelengths versus probe wavelength,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0201,10.1038-s41586-026-10720-3,S1b,CLM_T_S1B,CLM_T_S1B,,T_S1B,figure_panel,theoretical_numerical,"Supplement PDF p.4, Fig. 1(b)",signal wavelengths versus pump power,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0202,10.1038-s41586-026-10720-3,S1c,CLM_T_S1C,CLM_T_S1C,,T_S1C,figure_panel,theoretical_numerical,"Supplement PDF p.4, Fig. 1(c)",signal intensities versus pump prechirp,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0224,10.1103-PRXQuantum.6.010331,fig10_theory_decay,CLM003,CLM003,,T003,figure_series,,Fig. 10 analytic/full-model series,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0225,10.1103-PRXQuantum.6.010331,fig11_many_body_response,CLM006,CLM006,,T004,figure,,Fig. 11,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0226,10.1103-PRXQuantum.6.010331,fig12_cavity_transfer,CLM006,CLM006,,T004,figure_series,,Fig. 12 cavity-transfer theory series,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0228,10.1103-PRXQuantum.6.010331,fig12_filtered_projection,CLM003,CLM003,,T003,figure_series,,Fig. 12 filtered-PSD/full-model projection,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0234,10.1103-PRXQuantum.6.010331,fig16b_circuit_sensitivity,CLM006,CLM006,,T004,figure_panel,,Fig. 16(b),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0236,10.1103-PRXQuantum.6.010331,fig17_phase_flip_model,CLM006,CLM006,,T004,figure,,Fig. 17,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0205,10.1103-PRXQuantum.6.010331,fig1c_error_budget,CLM003,CLM003,,T003,figure_panel,,Fig. 1(c),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0208,10.1103-PRXQuantum.6.010331,fig1f_error_scaling,CLM003,CLM003,,T003,figure_panel,,Fig. 1(f),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0212,10.1103-PRXQuantum.6.010331,fig3_full_model_series,CLM003,CLM003,,T003,figure_series,,Fig. 3 full-model curves,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0213,10.1103-PRXQuantum.6.010331,fig4_noise_response,CLM003,CLM003,,T003,figure,,Fig. 4,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0214,10.1103-PRXQuantum.6.010331,fig5_ssb_sensitivity,CLM006,CLM006,,T004,figure,,Fig. 5,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0217,10.1103-PRXQuantum.6.010331,fig6c_error_histogram,CLM003,CLM003,,T003,figure_panel,,Fig. 6(c),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0218,10.1103-PRXQuantum.6.010331,fig7_error_source_power_laws,CLM003,CLM003,,T003,figure,,Fig. 7,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0219,10.1103-PRXQuantum.6.010331,fig8_principal_quantum_number,CLM003,CLM003,,T003,figure,,Fig. 8,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0220,10.1103-PRXQuantum.6.010331,fig9a_frequency_response,CLM006,CLM006,,T004,figure_panel,,Fig. 9(a),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0221,10.1103-PRXQuantum.6.010331,fig9b_intensity_response,CLM006,CLM006,,T004,figure_panel,,Fig. 9(b),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0222,10.1103-PRXQuantum.6.010331,fig9c_protocol_infidelity,CLM003,CLM003,,T003,figure_panel,,Fig. 9(c),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0241,10.1103-PRXQuantum.6.010331,table4_model_fidelities,CLM003,CLM003,,T003,table,,Table IV,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0242,10.1103-PRXQuantum.6.010331,table5_shot_noise_simulations,CLM003,CLM003,,T003,table,,Table V,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0318,10.1126-science.aaw1611,Supplement Figure S11,CLM005,CLM005,,T005_S11,figure_panel,,,disorder-ensemble density or coupling-precision fidelity,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0345,10.1126-science.aaw1611,Supplement Figure S20(H),CLM003,CLM003,,T003_S20H,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0346,10.1126-science.aaw1611,Supplement Figure S20(I),CLM003,CLM003,,T003_S20I,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0347,10.1126-science.aaw1611,Supplement Figure S20(J),CLM003,CLM003,,T003_S20J,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0348,10.1126-science.aaw1611,Supplement Figure S20(K),CLM003,CLM003,,T003_S20K,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0349,10.1126-science.aaw1611,Supplement Figure S20(L),CLM003,CLM003,,T003_S20L,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0350,10.1126-science.aaw1611,Supplement Figure S20(M),CLM003,CLM003,,T003_S20M,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0351,10.1126-science.aaw1611,Supplement Figure S20(N),CLM003,CLM003,,T003_S20N,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0352,10.1126-science.aaw1611,Supplement Figure S20(O),CLM003,CLM003,,T003_S20O,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0353,10.1126-science.aaw1611,Supplement Figure S20(P),CLM003,CLM003,,T003_S20P,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0354,10.1126-science.aaw1611,Supplement Figure S20(Q),CLM003,CLM003,,T003_S20Q,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0355,10.1126-science.aaw1611,Supplement Figure S20(R),CLM003,CLM003,,T003_S20R,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0356,10.1126-science.aaw1611,Supplement Figure S20(S),CLM003,CLM003,,T003_S20S,figure_panel,,,two-photon density/correlator theory,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0368,10.1145-3297858.3304023,fig7_optimization_objectives,CLM_T003,CLM_T003,,T003,figure,,Fig. 7,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0370,10.1145-3297858.3304023,fig8_gate_depth_tradeoff,CLM_T003,CLM_T003,,T003,figure,,Fig. 8,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0369,10.1145-3297858.3304023,table2_benchmark_results,CLM_T004,CLM_T004,,T004,table,,Table II,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,indispensable_input_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0416,1004.0190,R046,CLM_T010,CLM_T010,,T010,quantitative_claim,analytic_result,"DQC1 discussion after Fig. 2, p. 4",Entanglement across every split grouping control with register qubits and its n-scaling.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0423,1004.0190,R053,CLM_T009,CLM_T009,,T009,quantitative_claim,analytic_result,"Final DQC1 paragraph, p. 4",Classical hardness of normalized trace for zero-discord phase-times-involution instances.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0424,1004.0190,R054,CLM_T009,CLM_T009,,T009,quantitative_claim,analytic_result,"Abstract and final DQC1 paragraph, pp. 1 and 4",Resource conclusion excluding discord as the cause of DQC1 speedup.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0476,1212.3324,Main Figure 3(d),CLM_T005,CLM_T005,,T005,figure_panel,,Main text Fig. 3(d),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0482,1212.3324,Main Figure 6(b),CLM_T007,CLM_T007,,T007,figure_panel,,Main text Fig. 6(b),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0483,1212.3324,Main Figure 6(c),CLM_T008,CLM_T008,,T008,figure_panel,,Main text Fig. 6(c),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0512,1508.03344,Main Figure 1 level statistics,CLM_T001,CLM_T001,,T001,figure,,"Main text Fig. 1, main axes",,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0513,1508.03344,Main Figure 1 spin-glass inset,CLM_T002,CLM_T002,,T002,figure_panel,,"Main text Fig. 1, inset",,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0515,1508.03344,Main Figure 2(b) pi-phase level statistics,CLM_T004,CLM_T004,,T004,figure_panel,,Main text Fig. 2(b),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0516,1508.03344,Main Figure 2(c) operator spectral function,CLM_T005,CLM_T005,,T005,figure_panel,,Main text Fig. 2(c),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0517,1508.03344,Main Figure 2(d) correlator micromotion,CLM_T006,CLM_T006,,T006,figure_panel,,Main text Fig. 2(d),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0518,1508.03344,Quantitative localization and phase claims,CLM_T007,CLM_T007,,T007,quantitative_claim,,Main-text results discussion and Figs. 1-2 captions,,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0656,1608.02589,C-MAIN-PERSISTENCE-005,CLM_C_MAIN_PERSISTENCE_005,CLM_C_MAIN_PERSISTENCE_005,,T014,quantitative_claim,theory_analytic,"Main text, PDF p. 3, DTC diagnostics paragraph",The system-size dependence of the time until the subharmonic peak drops below 0.05 is exponential in the DTC phase,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
