paper_id,title,target_id,reproduced_checks_missing_fidelity,pixel_status,next_action,recommended_resource
10.1103-PhysRevB.91.085420,Interband coherence induced correction to adiabatic pumping in periodically driven systems,T201,2,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1103-PhysRevB.91.085420,Interband coherence induced correction to adiabatic pumping in periodically driven systems,T301,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1103-PhysRevB.91.085420,Interband coherence induced correction to adiabatic pumping in periodically driven systems,T401,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T001_M2D,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T001_M2E,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T001_M2F,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T001_S14B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T001_S15B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T001_S16B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T002_M3C_THEORY,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T002_S12,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T002_S17B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T003_S18B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T003_S19B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T003_S19C,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T004_S8,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S10A,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S10B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S10C,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S10D,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S10E,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S10F,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S9A,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S9B,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S9C,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S9D,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S9E,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1126-science.aaw1611,Strongly correlated quantum walks with a 12-qubit superconducting processor,T005_S9F,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1145-3297858.3304023,Tackling the Qubit Mapping Problem for NISQ-Era Quantum Devices,T001,1,missing,build_render_contract_and_pixel_evidence,local_render_only
10.1145-3297858.3304023,Tackling the Qubit Mapping Problem for NISQ-Era Quantum Devices,T002,3,missing,build_render_contract_and_pixel_evidence,local_render_only
1302.5069,Quantum Speed Limit for Non-Markovian Dynamics,T003,1,not_comparable,build_render_contract_and_pixel_evidence,local_render_only
1302.5069,Quantum Speed Limit for Non-Markovian Dynamics,T007,5,not_comparable,build_render_contract_and_pixel_evidence,local_render_only
1706.07435,Topological Band Theory for Non-Hermitian Hamiltonians,T001,1,passed,build_render_contract_and_pixel_evidence,local_render_only
1706.07435,Topological Band Theory for Non-Hermitian Hamiltonians,T002,3,passed,build_render_contract_and_pixel_evidence,local_render_only
1706.07435,Topological Band Theory for Non-Hermitian Hamiltonians,T003,2,passed,build_render_contract_and_pixel_evidence,local_render_only
1706.07435,Topological Band Theory for Non-Hermitian Hamiltonians,T004,1,passed,build_render_contract_and_pixel_evidence,local_render_only
1706.07435,Topological Band Theory for Non-Hermitian Hamiltonians,T005,4,passed,build_render_contract_and_pixel_evidence,local_render_only
1706.07435,Topological Band Theory for Non-Hermitian Hamiltonians,T006,4,passed,build_render_contract_and_pixel_evidence,local_render_only
1710.10890,Self-Bound Quantum Droplets of Atomic Mixtures in Free Space,T006,4,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1710.10890,Self-Bound Quantum Droplets of Atomic Mixtures in Free Space,T009,1,missing,build_render_contract_and_pixel_evidence,local_render_only
1710.10890,Self-Bound Quantum Droplets of Atomic Mixtures in Free Space,T010,1,missing,build_render_contract_and_pixel_evidence,local_render_only
1711.03528,Quantum many-body scars,T001,1,missing,build_render_contract_and_pixel_evidence,local_render_only
1711.03528,Quantum many-body scars,T002,3,missing,build_render_contract_and_pixel_evidence,local_render_only
1711.03528,Quantum many-body scars,T003,4,missing,build_render_contract_and_pixel_evidence,local_render_only
1711.03528,Quantum many-body scars,T004,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1711.09418,Symmetry-resolved entanglement in many-body systems,T004,1,missing,build_render_contract_and_pixel_evidence,local_render_only
1803.01876,Edge states and topological invariants of non-Hermitian systems,T005,8,missing,build_render_contract_and_pixel_evidence,local_render_only
1803.07128,Quantum machine learning in feature Hilbert spaces,T001,3,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T001,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T002,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T003,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T004,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T005,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T006,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T007,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T008,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T009,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T010,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T011,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.03151,Hubbard model physics in transition metal dichalcogenide moire bands,T012,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1804.04672,Non-Hermitian Chern bands,T001,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1804.04672,Non-Hermitian Chern bands,T002,4,missing,build_render_contract_and_pixel_evidence,local_render_only
1804.04672,Non-Hermitian Chern bands,T004,8,missing,build_render_contract_and_pixel_evidence,local_render_only
1804.04672,Non-Hermitian Chern bands,T007,8,missing,build_render_contract_and_pixel_evidence,local_render_only
1804.04672,Non-Hermitian Chern bands,T010,3,missing,build_render_contract_and_pixel_evidence,local_render_only
1804.04672,Non-Hermitian Chern bands,T011,6,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.01815,"Periodic Orbits, Entanglement, and Quantum Many-Body Scars in Constrained Models: Matrix Product State Approach",T_FIGS1_H000,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.01815,"Periodic Orbits, Entanglement, and Quantum Many-Body Scars in Constrained Models: Matrix Product State Approach",T_FIGS1_H020,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.01815,"Periodic Orbits, Entanglement, and Quantum Many-Body Scars in Constrained Models: Matrix Product State Approach",T_FIGS1_H040,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.01815,"Periodic Orbits, Entanglement, and Quantum Many-Body Scars in Constrained Models: Matrix Product State Approach",T_FIGS1_HM020,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.02414,Hydrodynamic Diffusion in Integrable Systems,T001,3,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T001,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T002,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T003,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T004,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T005,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T006,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T008,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T009,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T010,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.03311,Topological insulators in twisted transition metal dichalcogenide homobilayers,T011,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T001,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T003,5,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T004,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T005,5,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T006,1,passed,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T007,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T008,16,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T009,8,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T010,8,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T011,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T012,2,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T013,1,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10084,Nonreciprocal Photon Blockade,T014,6,missing,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T001,4,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T002,4,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T003,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T004,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T005,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T006,9,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T007,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T008,12,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T009,8,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T010,4,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T011,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1807.10676,"All ""Magic Angles"" Are ""Stable"" Topological",T012,3,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1903.05124,Quantum Error Correction in Scrambling Dynamics and Measurement-Induced Phase Transition,T001,4,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1903.05124,Quantum Error Correction in Scrambling Dynamics and Measurement-Induced Phase Transition,T002,4,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1903.05124,Quantum Error Correction in Scrambling Dynamics and Measurement-Induced Phase Transition,T003,16,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1903.05124,Quantum Error Correction in Scrambling Dynamics and Measurement-Induced Phase Transition,T004,10,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1903.05124,Quantum Error Correction in Scrambling Dynamics and Measurement-Induced Phase Transition,T005,8,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1903.05124,Quantum Error Correction in Scrambling Dynamics and Measurement-Induced Phase Transition,T006,3,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1905.09460,Topological Phase Transition in Non-Hermitian Quasicrystals,T001,13,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1905.09460,Topological Phase Transition in Non-Hermitian Quasicrystals,T003,7,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T001,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T002,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T003,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T004,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T005,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T006,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T007,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
1910.00020,Scalable probes of measurement-induced criticality,T008,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T001,14,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T003,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T004,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T005,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T006,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T007,14,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T008,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T009,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T010,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T011,8,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T012,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T013,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T014,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T015,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T016,9,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T017,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T018,16,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T019,16,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T020,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T021,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T022,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T023,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T024,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T025,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T026,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T027,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T028,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T029,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T030,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.09722,Entanglement transition in a monitored free fermion chain -- from extended criticality to area law,T031,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T001,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T002,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T005,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T006,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T007,9,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T008,8,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T009,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T010,10,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T011,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T012,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T013,8,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T014,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T017,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T018,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T019,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T020,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T028,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T029,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T031,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T032,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T040,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T041,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T042,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2005.12667,Circuit Quantum Electrodynamics,T043,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T001,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T002,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T003,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T004,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T006,7,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T007,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T008,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T010,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2103.03074,Simulating the Sycamore quantum supremacy circuits,T011,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T001,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T002,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T003,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T004,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T005,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T006,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T008,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2105.08076,Measurement-Induced Dark State Phase Transitions in Long-Ranged Fermion Systems,T009,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2305.15556,Optimal Generators for Quantum Sensing,T001,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2305.15556,Optimal Generators for Quantum Sensing,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2305.15556,Optimal Generators for Quantum Sensing,T003,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2305.15556,Optimal Generators for Quantum Sensing,T004,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2305.15556,Optimal Generators for Quantum Sensing,T005,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2305.15556,Optimal Generators for Quantum Sensing,T006,2,missing,build_render_contract_and_pixel_evidence,local_render_only
