chi_over_J,eta_c_over_J_literal_eq7,f1,ground_ipr
2.18,0.0,2.1824571293184403,0.563757760206615
2.19,0.0,1.9818757483471103,0.5723174867924911
2.2,0.0,1.8055019010956193,0.5804901008779956
2.21,0.0,1.6498391904401564,0.588307591806104
2.22,0.0,1.5119766202647953,0.5957979921021103
2.23,0.0,1.389476896792441,0.6029860195785895
2.24,0.0,1.280288584755369,0.6098935932537436
2.25,0.0,1.1826765314333962,0.6165402516337315
2.2600000000000002,0.0,1.0951663798166233,0.6229434947312346
2.27,0.0,1.0165000231932086,0.62911906596375
2.2800000000000002,0.0,0.945599614381244,0.6350811862384698
2.29,0.0,0.8815383081459215,0.6408427496925221
2.3000000000000003,0.0,0.8235163378906614,0.6464154884384054
2.31,0.0,0.7708413453611369,0.651810112068939
2.32,0.0,0.7229121223039092,0.6570364264635221
2.33,0.0,0.6792051057085519,0.6621034355084773
2.34,0.0,0.6392631080455868,0.6670194286266513
2.35,0.0,0.6026858715181337,0.6717920564515594
2.36,0.0,0.5691221186581339,0.6764283965432172
2.37,0.0,0.5382628365155758,0.6809350106957441
2.38,0.0,0.5098355825615204,0.6853179951105896
2.39,0.0,0.48359964052818377,0.6895830244887526
2.4,0.0,0.4593418862157075,0.6937353909165745
2.41,0.0,0.43687324864426275,0.6977800382758185
2.42,0.0,0.41602567226168147,0.7017215927907591
2.43,0.0,0.39664950230052354,0.7055643902287887
2.44,0.0,0.3786112286449066,0.7093125001914126
2.45,0.0,0.36179153437172606,0.7129697478670104
2.46,0.0,0.3460836039579482,0.7165397335620629
2.47,0.0,0.3313916533994848,0.7200258502819036
2.48,0.0,0.3176296504651569,0.7234312995939569
2.49,0.0,0.30472019825931296,0.7267591059741223
2.5,0.0,0.2925935593792382,0.7300121298101411
2.5100000000000002,0.0,0.2811868013826376,0.733193079212151
2.52,0.0,0.27044304714693707,0.7363045207619175
2.5300000000000002,0.0,0.26031081611159235,0.7393488893146907
2.54,0.0,0.25074344441735075,0.7423284969538985
2.5500000000000003,0.0,0.2416985736677016,0.7452455411864303
2.56,0.0,0.23313769948336094,0.7481021124555807
2.57,0.0,0.2250257722479492,0.7509002010398605
2.58,0.0,0.21733084348635687,0.7536417033977671
2.59,0.0,0.21002375220706207,0.756328428011747
2.6,0.0,0.2030778462994445,0.7589621007788323
2.61,0.0,0.1964687347263719,0.7615443699899109
2.62,0.0,0.19017406681223803,0.7640768109353366
2.63,0.0,0.18417333540406944,0.7665609301702874
2.64,0.0,0.1784477010972311,0.7689981694700776
2.65,0.0,0.17297983507316622,0.7713899095022798
2.66,0.0,0.1677537784039563,0.7737374732399227
2.67,0.0,0.16275481594512625,0.7760421291376411
2.68,0.0,0.15796936316908503,0.778305094090304
2.69,0.0,0.15338486449165728,0.7805275361920546
2.7,0.0,0.14898970181920182,0.7827105773118106
2.71,0.0,0.14477311219484262,0.7848552954997298
2.72,0.0,0.14072511355585912,0.7869627272379262
2.73,0.0,0.13683643772902507,0.789033869547506
2.74,0.0,0.13309846989255106,0.7910696819628169
2.75,0.0,0.12950319382179074,0.7930710883829091
2.7600000000000002,0.0,0.12604314231342192,0.7950389788092672
2.77,0.0,0.12271135225149912,0.7969742109782928
2.7800000000000002,0.0,0.11950132383839512,0.798877611895977
2.79,0.0,0.11640698356689658,0.8007499792818141
2.8000000000000003,0.0,0.11342265055603155,0.8025920829283899
2.81,0.0,0.11054300591436411,0.8044046659825126
2.82,0.0,0.10776306483106014,0.8061884461532051
2.83,0.0,0.10507815112668682,0.8079441168516931
2.84,0.0,0.10248387402464999,0.809672348267726
2.85,0.0,0.09997610692899503,0.8113737883868111
2.86,0.0,0.09755096801684301,0.8130490639518095
2.87,0.0,0.09520480247359475,0.8146987813729559
2.88,0.0,0.09293416621660852,0.8163235275892323
2.89,0.0,0.0907358109688723,0.8179238708844828
2.9,0.0,0.08860667055809203,0.8195003616609244
2.91,0.0,0.08654384832920077,0.8210535331727971
2.92,0.0,0.08454460556938184,0.8225839022226048
2.93,0.0,0.0826063508545835,0.8240919698221716
2.94,0.0,0.08072663023560436,0.8255782218206961
2.95,0.0,0.0789031181895084,0.8270431295017783
2.96,0.0,0.07713360926959198,0.8284871501511495
2.97,0.0,0.07541601039315857,0.8299107275969704
2.98,0.0,0.0737483337124577,0.8313142927241756
2.99,0.0,0.07212869001899615,0.8326982639643974
3.0,0.0,0.07055528263626099,0.8340630477628419
