normalized_frequency,quench_frequency_response_mhz_minus_2,quench_intensity_response,adiabatic_frequency_response_mhz_minus_2,adiabatic_intensity_response,generated_data_provenance,parameter_match
0.675,7.930110467104068,3.5815996523850613,0.6142016240530108,5.353445554065706,independent_many_body_numerics,explicit_physical_reconstruction
0.7000000000000001,5.64406755209971,7.522445858411485,0.7123313508012468,5.837264538603911,independent_many_body_numerics,explicit_physical_reconstruction
0.7250000000000001,5.500336052691772,11.06306622897823,0.9761751254085576,4.5777643531350165,independent_many_body_numerics,explicit_physical_reconstruction
0.75,4.279207754378231,4.558972970931539,0.8658256679631118,2.69631530702138,independent_many_body_numerics,explicit_physical_reconstruction
0.775,4.571360495503284,2.8280110543534915,0.4861768657579723,1.9016201337586593,independent_many_body_numerics,explicit_physical_reconstruction
0.8,0.2709632206401815,0.21831606072874105,0.5431085426862734,1.8411354375494704,independent_many_body_numerics,explicit_physical_reconstruction
0.8250000000000001,0.3165735316224482,0.48635569668260414,1.0035340040969032,2.2697966802987883,independent_many_body_numerics,explicit_physical_reconstruction
0.8500000000000001,2.9605690303298453,2.729793007001023,1.2305933611037518,3.9176033900164766,independent_many_body_numerics,explicit_physical_reconstruction
0.875,4.990822315462166,3.5592791971291518,1.2899703285561812,4.812260145795118,independent_many_body_numerics,explicit_physical_reconstruction
0.9,4.970442972092945,2.2614130002492097,1.4380256759629955,4.3677906527082735,independent_many_body_numerics,explicit_physical_reconstruction
0.925,4.549701942830701,2.0313270710275804,1.5468249077442164,5.362017726068754,independent_many_body_numerics,explicit_physical_reconstruction
0.9500000000000001,0.8062995300847227,1.3535460082720054,1.6643066356368497,5.276033058530564,independent_many_body_numerics,explicit_physical_reconstruction
0.9750000000000001,25.839575612377843,40.76324370377154,1.4161778373621012,4.113750069053503,independent_many_body_numerics,explicit_physical_reconstruction
1.0,2.882184015761696,3.3770035439015786,0.8578843005847673,5.091855270039549,independent_many_body_numerics,explicit_physical_reconstruction
1.0250000000000001,6.185876131435801,10.824017802341183,0.8157937166192197,3.4570222818619265,independent_many_body_numerics,explicit_physical_reconstruction
1.05,7.600641786311048,4.836944590192065,0.7509431613153915,3.9364787383116786,independent_many_body_numerics,explicit_physical_reconstruction
1.075,1.6144593802849823,2.5002192767618743,0.8597779008676589,6.600284646092823,independent_many_body_numerics,explicit_physical_reconstruction
1.1,1.2825571063031065,0.992566655930577,1.5470002888554077,6.330886436628448,independent_many_body_numerics,explicit_physical_reconstruction
1.125,2.571564415581892,1.9738646205782944,1.861478796285216,12.10410617415045,independent_many_body_numerics,explicit_physical_reconstruction
1.1500000000000001,1.5254474509847666,1.4783298965130147,2.446338780355571,17.20417980064535,independent_many_body_numerics,explicit_physical_reconstruction
1.175,2.3942142189573485,3.5331915914271876,3.2601789345286094,22.667423616029282,independent_many_body_numerics,explicit_physical_reconstruction
1.2000000000000002,60.52946338884997,89.58657137775268,4.033897300107911,26.606874785528195,independent_many_body_numerics,explicit_physical_reconstruction
1.225,5.294570792742954,9.98704417042623,4.595058828380475,24.29336310864434,independent_many_body_numerics,explicit_physical_reconstruction
1.25,1.7033741213757914,2.8439536858921386,4.415771318033698,24.845624069335717,independent_many_body_numerics,explicit_physical_reconstruction
1.2750000000000001,0.6883504709235326,0.9530460788466963,4.492996503940752,26.51929669836038,independent_many_body_numerics,explicit_physical_reconstruction
1.3,0.7266787254370102,0.8120225404812949,5.046407152877803,27.17308824986742,independent_many_body_numerics,explicit_physical_reconstruction
1.3250000000000002,8.691649976031124,3.4484464838334965,5.094582400459729,21.626204251195496,independent_many_body_numerics,explicit_physical_reconstruction
1.35,2.2374445485302035,2.788834384489199,4.169555472573203,19.301005801562532,independent_many_body_numerics,explicit_physical_reconstruction
1.375,28.165503408433374,40.72141992389949,3.9116875941933764,13.705021413064719,independent_many_body_numerics,explicit_physical_reconstruction
1.4000000000000001,15.137373594173408,4.703757940603836,3.488819023713679,9.12853904192865,independent_many_body_numerics,explicit_physical_reconstruction
1.425,5.745463104017582,4.055376013442162,3.025641742416004,11.408101771988486,independent_many_body_numerics,explicit_physical_reconstruction
1.4500000000000002,26.321895103435608,35.662956814561106,3.603927240437774,14.635371896227012,independent_many_body_numerics,explicit_physical_reconstruction
1.475,35.49169591659991,52.29671980353163,4.642435165679075,20.99773232757567,independent_many_body_numerics,explicit_physical_reconstruction
1.5,9.123007525222302,9.9990577572885,5.1536828737217135,13.112908003726044,independent_many_body_numerics,explicit_physical_reconstruction
1.5250000000000001,26.529266920247352,24.134645058232742,3.451404567141804,9.90449739842409,independent_many_body_numerics,explicit_physical_reconstruction
1.55,60.05723965738732,56.22678509839389,3.4266291569432963,14.14378501505343,independent_many_body_numerics,explicit_physical_reconstruction
1.5750000000000002,22.62017413981401,11.554804255435785,7.4704166898838285,18.923049362029197,independent_many_body_numerics,explicit_physical_reconstruction
1.6,13.72651246862059,6.848893968354023,10.364532323453618,34.16628772199911,independent_many_body_numerics,explicit_physical_reconstruction
1.625,4.736470240369476,16.09715828707875,11.434418392881163,75.79530970483253,independent_many_body_numerics,explicit_physical_reconstruction
1.6500000000000001,7.613328237581767,5.6228231741388734,12.656483261174492,77.54179193921473,independent_many_body_numerics,explicit_physical_reconstruction
1.675,3.3631478794424625,4.507187336759497,9.156441557567009,106.99964900467637,independent_many_body_numerics,explicit_physical_reconstruction
1.7000000000000002,2.3703569614945006,1.041427268656376,6.1006825268020135,77.54646345967866,independent_many_body_numerics,explicit_physical_reconstruction
1.725,0.32273512294895446,0.570850348508041,2.4286433910970335,64.6054099238492,independent_many_body_numerics,explicit_physical_reconstruction
1.75,0.37366581497565066,0.28369355677347624,1.5618584194798881,41.10317931252596,independent_many_body_numerics,explicit_physical_reconstruction
1.7750000000000001,5.313475676793063,1.0485845258370876,1.3620472906426524,31.918965449258167,independent_many_body_numerics,explicit_physical_reconstruction
1.8,2.026737913587864,0.30036003271014994,0.9598547699767601,32.236726382871176,independent_many_body_numerics,explicit_physical_reconstruction
1.8250000000000002,4.549832338549398,1.4483400164057134,1.0167764792935983,25.364188183821224,independent_many_body_numerics,explicit_physical_reconstruction
1.85,0.2545540406456686,0.5885118778330302,0.9743226464331444,24.99547423069846,independent_many_body_numerics,explicit_physical_reconstruction
1.875,0.21547389405215345,0.5528217419757704,0.7268213990983444,26.36622718098146,independent_many_body_numerics,explicit_physical_reconstruction
1.9000000000000001,0.6372008087046772,0.6252716992581583,0.8151830718578317,17.359853720559457,independent_many_body_numerics,explicit_physical_reconstruction
1.925,2.1114008013467354,0.9390303128445658,0.6685404264770234,22.92275380895394,independent_many_body_numerics,explicit_physical_reconstruction
1.9500000000000002,0.16905667767390703,0.35367402140127296,0.5975472554824477,18.932871086971574,independent_many_body_numerics,explicit_physical_reconstruction
1.975,0.3595239857413318,0.655783710718526,0.6525208965319003,13.36375452235487,independent_many_body_numerics,explicit_physical_reconstruction
2.0,0.07011049721948853,0.590774738362037,0.4686658100204105,20.404506644000776,independent_many_body_numerics,explicit_physical_reconstruction
2.025,0.1386642466190309,0.851683439951683,0.49236477472336715,13.117119614259325,independent_many_body_numerics,explicit_physical_reconstruction
2.0500000000000003,0.541900237331419,2.4739858281495763,0.47368781413791294,11.038202128816758,independent_many_body_numerics,explicit_physical_reconstruction
2.075,0.07139767696257408,0.561072401058161,0.2395136468821416,16.322271420277772,independent_many_body_numerics,explicit_physical_reconstruction
2.1,0.07520771572469026,0.5424733405108175,0.2839855144458941,9.08519208925279,independent_many_body_numerics,explicit_physical_reconstruction
2.125,0.048137836890986205,0.17043843189611885,0.267026135453779,7.790672571757576,independent_many_body_numerics,explicit_physical_reconstruction
2.15,0.023449584002316975,0.27276176045905404,0.16897146661688847,13.51665632705076,independent_many_body_numerics,explicit_physical_reconstruction
2.1750000000000003,0.01980198620422341,0.35237519044355614,0.2476662638815051,8.756208576456963,independent_many_body_numerics,explicit_physical_reconstruction
2.2,0.07769074007334652,0.5015689551405106,0.2322245415418576,5.77701149686862,independent_many_body_numerics,explicit_physical_reconstruction
2.225,0.42638500712519545,1.4863941028013627,0.12256287007825539,11.064188799343254,independent_many_body_numerics,explicit_physical_reconstruction
2.25,0.2401594215277762,0.679258760596763,0.13734714400778222,8.633169506854852,independent_many_body_numerics,explicit_physical_reconstruction
2.275,0.04476890727651278,0.13431526222086343,0.2047253943200024,5.014560061258817,independent_many_body_numerics,explicit_physical_reconstruction
2.3000000000000003,0.01648884953921665,0.2065361962310588,0.1456844053969581,8.094066461116284,independent_many_body_numerics,explicit_physical_reconstruction
2.325,0.01745085806764084,0.3510364631454037,0.1080178895186809,9.648499905210874,independent_many_body_numerics,explicit_physical_reconstruction
2.35,0.020181507545911595,0.6975243055430664,0.15296338514097738,5.426838069278411,independent_many_body_numerics,explicit_physical_reconstruction
2.375,0.1729081014902094,0.5468995160900864,0.15221536537738756,5.448343683225334,independent_many_body_numerics,explicit_physical_reconstruction
2.4000000000000004,0.23626417379647258,0.9110994940089157,0.09658048218683693,7.752009750790681,independent_many_body_numerics,explicit_physical_reconstruction
2.4250000000000003,0.02672980027244399,0.07280265498162633,0.08575104549114805,6.782194915511098,independent_many_body_numerics,explicit_physical_reconstruction
2.45,0.01443442046509914,0.11409229145804962,0.10146078868607189,3.663923544063721,independent_many_body_numerics,explicit_physical_reconstruction
2.475,0.009492651490193878,0.22144792704104121,0.07485874764541345,4.366490363276033,independent_many_body_numerics,explicit_physical_reconstruction
2.5,0.008255726229349928,0.2741641480313124,0.04906244990675675,5.567063125206745,independent_many_body_numerics,explicit_physical_reconstruction
2.5250000000000004,0.009381650412971447,0.22834422874226679,0.05965144060482365,5.100219276693693,independent_many_body_numerics,explicit_physical_reconstruction
2.5500000000000003,0.037764790781791846,0.4199593602499897,0.07568133944624122,3.3504621834718087,independent_many_body_numerics,explicit_physical_reconstruction
2.575,0.03616684143570165,0.42836905384884744,0.06540604369534239,3.743639017278984,independent_many_body_numerics,explicit_physical_reconstruction
2.6,0.010397498995498548,0.1105377405562056,0.04518429710344165,4.4377281412709975,independent_many_body_numerics,explicit_physical_reconstruction
2.625,0.018288044888944394,0.3997253585002176,0.037544198495783054,3.7704358350232607,independent_many_body_numerics,explicit_physical_reconstruction
2.6500000000000004,0.07399454719247656,1.4604935428699264,0.041932490345111345,2.9764252378861777,independent_many_body_numerics,explicit_physical_reconstruction
2.6750000000000003,0.009506243318431341,0.23975021925676093,0.04726059669915803,2.760769140010958,independent_many_body_numerics,explicit_physical_reconstruction
2.7,0.01444990915270927,0.22293571022707281,0.04118877046047793,3.333193045075557,independent_many_body_numerics,explicit_physical_reconstruction
2.725,0.14664053358080278,2.0285657103596018,0.03301922198937302,3.143550098383961,independent_many_body_numerics,explicit_physical_reconstruction
2.75,0.025952211436031224,0.25816734329143465,0.030177537793118468,2.74802679709321,independent_many_body_numerics,explicit_physical_reconstruction
2.7750000000000004,0.008675216704251296,0.1287098242840065,0.032541417420052066,2.611205853188667,independent_many_body_numerics,explicit_physical_reconstruction
2.8000000000000003,0.0069310317561911226,0.20270099954862753,0.029811875908831637,2.4013677480691706,independent_many_body_numerics,explicit_physical_reconstruction
2.825,0.006130366910422253,0.22010574848398554,0.02327839954332264,2.3028047563837486,independent_many_body_numerics,explicit_physical_reconstruction
2.85,0.05553175889265879,0.9946012770893475,0.02299061559356864,2.2581442482523344,independent_many_body_numerics,explicit_physical_reconstruction
2.875,0.006564336021394945,0.09981462571869992,0.020122688435243435,2.3438349153667177,independent_many_body_numerics,explicit_physical_reconstruction
2.9000000000000004,0.013040692563198087,0.22489869367089027,0.01666935299311371,2.18805044317369,independent_many_body_numerics,explicit_physical_reconstruction
2.9250000000000003,0.005249036803300302,0.07040905766039493,0.017057995215131048,1.9910926281269676,independent_many_body_numerics,explicit_physical_reconstruction
2.95,0.005265247076156568,0.16236901314755886,0.017095911307635193,1.6769859068333448,independent_many_body_numerics,explicit_physical_reconstruction
2.975,0.054715970683014405,1.3335694532067282,0.017179725838002986,1.5549440160903705,independent_many_body_numerics,explicit_physical_reconstruction
3.0,0.005157502300336301,0.20093372708780208,0.01541906969964968,1.7822194931435082,independent_many_body_numerics,explicit_physical_reconstruction
