time_s,synthetic_record_pT,injected_template_pT,matched_estimate_pT
0.315,-0.45382336791248906,,0.2629527060315977
0.32,0.014052669473568771,,0.297109374532653
0.325,0.5792298920194193,,0.322878715931102
0.33,-0.09155476374196105,,0.33950053679863357
0.335,-0.49095917302905084,,0.3465146062306286
0.34,0.19168759659619866,,0.3437550852460697
0.34500000000000003,0.6032138631853712,,0.3312821195859148
0.35000000000000003,-0.23512399071921553,,0.30940374022172085
0.355,-0.5504040823168896,,0.2787526641724845
0.36,0.024812483151362363,,0.2402190513020705
0.365,0.5077681136271859,,0.19488155233894547
0.37,0.03846518842914837,,0.14397970264672277
0.375,-0.34326346676642105,,0.0889595356339667
0.38,0.08229839173168378,,0.03141708864167192
0.385,0.6511815261957413,,-0.027026108423156826
0.39,-0.11697681420239205,,-0.08476879421379882
0.395,-0.5118495649960157,,-0.1401508851148529
0.4,0.2878995840134443,,-0.19157390331787333
0.405,0.5407663662539164,,-0.2375762249984189
0.41000000000000003,-0.053546797856328626,,-0.27691609179124277
0.41500000000000004,-0.5824416206870403,,-0.3084457876297447
0.42,0.042428627684120784,,-0.33124744448486304
0.425,0.6915174656016622,,-0.3446719337058879
0.43,-0.02950251736155124,,-0.3483783449898
0.435,-0.4753906465062877,,-0.342237813443898
0.44,0.1352960783957619,,-0.326384287246348
0.445,0.6874183948040422,,-0.3012749340989768
0.45,-0.0031389559281742307,,-0.26765422251903603
0.455,-0.35955118493613103,,-0.22645227138341112
0.46,0.14365291190272877,,-0.17880491824610437
0.465,0.4174057420518784,,-0.1260557286046012
0.47000000000000003,-0.034842615702184054,,-0.06973625369883106
0.47500000000000003,-0.6071371299128053,,-0.011423832966626949
0.48,0.07804644443609757,,0.047264735485602026
0.485,0.6468932433300025,,0.10464994134727998
0.49,-0.18918634821825014,,0.15908843346484539
0.495,-0.6215783557805236,,0.2090290777051171
0.5,0.31405155916399546,,0.25311637770900663
0.505,0.4395081215337216,,0.2900766044394821
0.51,-0.052719184414282284,,0.3188258019755486
0.515,-0.4895722323036847,,0.33855434675808455
0.52,0.13130833952235454,,0.3487298869234064
0.525,0.4100387049736716,,0.3490599129275222
0.53,-0.0677672160879132,,0.3394863313105365
0.535,-0.5135506850081824,,0.32028804303214636
0.54,0.15111977583713432,,0.29204589611563314
0.545,0.4341029882990592,,0.2555457479942661
0.55,-0.28389633576732004,,0.2117681946399022
0.555,-0.554934424834764,,0.16196194402732642
0.56,0.15204678639259073,,0.10757483126524962
0.5650000000000001,0.4903750045444345,,0.0501227292276968
0.5700000000000001,-0.2088953474889642,,-0.008805428389480296
0.5750000000000001,-0.5470508416361902,,-0.06752525948005472
0.58,-0.07026388627562032,,-0.1243348720494041
0.585,0.5833825645655892,,-0.17765327139181952
0.59,-0.24167879254566976,,-0.2259917393474662
0.595,-0.4483082904609471,,-0.26796446995569956
0.6,0.17966773421889276,,-0.3023606251928873
0.605,0.7569756325503835,,-0.3282025862594987
0.61,-0.28048537824343334,,-0.34479750546744375
0.615,-0.6458865317640643,,-0.3516634433992454
0.62,0.13732967345125285,,-0.34855072679726123
0.625,0.5311810053368509,,-0.33556416381366516
0.63,-0.15770555994657318,,-0.3130994133438152
0.635,-0.5254670680293014,,-0.2817722646528595
0.64,0.0966947176720166,,-0.24243316721234046
0.645,0.49018344360104465,,-0.19620679517064388
0.65,-0.11615903343329176,,-0.1444247629752872
0.655,-0.5931177175047303,,-0.08854687314031942
0.66,0.08991379638873566,,-0.03010425163953902
0.665,0.5298270817190451,,0.029230664639978123
0.67,-0.02101452831917676,,0.08774293212649296
0.675,-0.57033109533763,,0.1437839306893018
0.68,-0.028367574603319512,,0.1958163121184916
0.685,0.7080194246859446,,0.242347138838238
0.6900000000000001,-0.13997442286380093,,0.2820242696319158
0.6950000000000001,-0.4613282682611816,,0.31372575885506576
0.7000000000000001,0.3702319206210259,,0.33658919272998505
0.705,0.40409481720626766,,0.34996012938178817
0.71,0.03941937432308684,,0.3534010581220079
0.715,-0.4794309146868104,,0.34683415528835215
0.72,0.06032920615693342,,0.3304808130555303
0.725,0.38143201566818224,,0.30477907251539765
0.73,-0.05703955791323687,,0.27041218225935026
0.735,-0.46844985356330754,,0.22836109437553345
0.74,0.20557639691789226,,0.1798603794908308
0.745,0.370686754129278,,0.1262537625691255
0.75,-0.20228260072829582,,0.06901779852666053
0.755,-0.4276691938787939,,0.009795245648327221
0.76,0.23136937244342887,,-0.04971335673287084
0.765,0.5714560508151788,,-0.10783059801257107
0.77,-0.17313492434707567,,-0.1629474575596223
0.775,-0.46250834876008984,,-0.21349799604746397
0.78,-0.027573240983339728,,-0.2580075125521233
0.785,0.35909243816441416,,-0.2952201272682299
0.79,-0.15832549899699572,,-0.32412311552139467
0.795,-0.5791014498663297,,-0.34388822319475676
0.8,0.04999857686514464,,-0.3539058806789343
0.805,0.49100224433369694,,-0.35390590155676505
0.81,-0.0159519097581802,,-0.3439143703302984
0.8150000000000001,-0.47193863029638944,,-0.32419941785848316
0.8200000000000001,0.09086203690227253,,-0.29527207551808154
0.8250000000000001,0.48087710982942494,,-0.25796767581343805
0.8300000000000001,-0.107612326765375,,-0.2133623918823584
0.835,-0.48464173734586097,,-0.1627218871444699
0.84,0.17502270937512615,,-0.10742323901541942
0.845,0.5531992906409686,,-0.04904655610869161
0.85,-0.06404343153578262,,0.010721725582365121
0.855,-0.4543148207303208,,0.07020089466877248
0.86,0.1357835878653053,,0.12774370946876268
0.865,0.38550603347381196,,0.18172075515231478
0.87,-0.0012792107359956006,,0.23055765229859518
0.875,-0.571545242943444,,0.2728831171320691
0.88,0.14708854198368376,,0.30752792714982297
0.885,0.40523866429993183,,0.33349930092370966
0.89,-0.06419602387308543,,0.3500242183171005
0.895,-0.6134532129109515,,0.3566370238883659
0.9,0.15286462260590797,,0.35319494826909015
0.905,0.6192170472748483,,0.3397702661490869
0.91,-0.08085652400112857,,0.31669603309399713
0.915,-0.5917404203451581,,0.2846412140171144
0.92,0.212983275190616,,0.24453276474437313
0.925,0.3595901221600014,,0.19750476792737584
0.93,-0.010335221401189351,,0.14484410934163708
0.935,-0.34163087195116043,,0.08804442087467272
0.9400000000000001,0.10653499024350264,,0.028746471109745025
0.9450000000000001,0.4659615611682523,,-0.03137068984521431
0.9500000000000001,-0.16262359417612426,,-0.09065668857652624
0.9550000000000001,-0.4446481431716355,,-0.14741668413641412
0.96,0.0007025930284928761,,-0.20002175158404323
0.965,0.4821116031689506,,-0.2469679722823754
0.97,-0.2678434284483232,,-0.2869869544506696
0.975,-0.6035146347887832,,-0.31890812636546295
0.98,0.1324891603626926,,-0.34180367222650326
0.985,0.6914744093040531,,-0.3550200194333754
0.99,-0.13674903926677748,,-0.35822607637138654
0.995,-0.5658298033920504,,-0.35130780210958495
1.0,0.17885292424100313,,-0.3344233800992751
1.0050000000000001,0.5501947681695664,,-0.30805337065368515
1.01,-0.12821109103464265,,-0.2729852357179901
1.0150000000000001,-0.4097557230497177,,-0.23018603259524925
1.02,0.2665531168344839,,-0.1808277069667869
1.025,0.5026588599402643,,-0.12631665045196783
1.03,0.024034694759793696,,-0.06823054663820433
1.035,-0.5038052239488667,,-0.00820109635269523
1.04,0.13276043894666967,,0.05211529370523401
1.045,0.4943619029351928,,0.11099413304557477
1.05,-0.25151875690833814,,0.16673827084489254
1.055,-0.5485392297661352,,0.21778233979983053
1.06,0.10168728055626361,,0.26270912181673695
1.065,0.6392952136185821,,0.30024254564601344
1.07,-0.0764868315318481,,0.3292724952641666
1.075,-0.4345491764204127,,0.3489918810111303
1.08,0.011166875102148671,,0.35886618728179404
1.085,0.3956333702631947,,0.3586032710450112
1.09,-0.12193517476423571,,0.34816434446803934
1.095,-0.420900776463571,,0.32785426115963484
1.1,0.13966254867401587,,0.29828717904776214
1.105,0.5428698793581784,,0.26027458038852413
1.11,-0.1304049762789009,,0.21486255710098998
1.115,-0.5264679095305236,,0.16332955609378844
1.12,0.2229735420781679,,0.10718530728130798
1.125,0.5097921250560289,,0.04799427266394651
1.1300000000000001,0.01300936348000245,,-0.012614698464648617
1.135,-0.3246431777911888,,-0.07290799259072936
1.1400000000000001,0.2960607308612738,,-0.13113627700869712
1.145,0.49425762373386967,,-0.18567224701135435
1.1500000000000001,-0.00467963587844597,,-0.23499839454534163
1.155,-0.39913949428539486,,-0.2777144027465335
1.16,0.08677465063926182,,-0.31257680330893345
1.165,0.4648904803897975,,-0.3385900766223619
1.17,-0.09209186692822757,,-0.35506583675815967
1.175,-0.4324601496154972,,-0.3615090949685254
1.18,0.14297590484789235,,-0.3577045060685102
1.185,0.4362876284106441,,-0.3437661711490293
1.19,-0.13760118633733004,,-0.32012005828718554
1.195,-0.6419389002230834,,-0.28741659707182643
1.2,0.14969112764607584,,-0.24653863312930366
1.205,0.5411110855549706,,-0.1986583781080159
1.21,-0.1849158705940738,,-0.14515893826921603
1.215,-0.3318813315990676,,-0.08753752798265563
1.22,0.10253559774649,,-0.027395437641800396
1.225,0.43059921364796455,,0.033567165679148636
1.23,-0.006864330522244791,,0.09357838965639537
1.235,-0.3853199654205012,,0.15096799900289057
1.24,0.13340567012899163,,0.20412497967099014
1.245,0.6633633937107697,,0.2515471655810615
1.25,-0.10504258548829289,,0.29185551478920635
1.2550000000000001,-0.5069675835733323,,0.3239059568927342
1.26,-0.08879946591362581,,0.3468304591585655
1.2650000000000001,0.6464168376713173,,0.359973827126041
1.27,-0.01675979246348426,,0.3629070831559712
1.2750000000000001,-0.57599146119118,,0.35555682674556144
1.28,0.14385172335053806,,0.3381679898088668
1.285,0.5593445164076775,,0.31122466475285454
1.29,0.007389374713509728,,0.27543328040037196
1.295,-0.5278416355825134,,0.23182064681803766
1.3,-0.11139975653728458,,0.18165060099681543
1.305,0.6001497005401449,,0.12633904568249785
1.31,-0.08627577326238445,,0.0674026275156235
1.315,-0.6219962111101128,,0.0065162943497185715
1.32,0.09233627151306462,,-0.05455433755549985
1.325,0.4524265476383143,,-0.11410311631827351
1.33,-0.20635098882313738,,-0.17046971897379773
1.335,-0.4549743003714011,,-0.22204604047423274
1.34,-0.0450077680284626,,-0.2673457169886455
1.345,0.5811628415336823,,-0.3050934839852294
1.35,-0.06456290889608099,,-0.33424429698184116
1.355,-0.6191073016184186,,-0.3539639531073609
1.36,0.15566407709748759,,-0.3636563456388281
1.365,0.37814986674159845,,-0.3630455976530888
1.37,-0.07100005761754423,,-0.35219099173314955
1.375,-0.5366319984065991,,-0.331382333382904
1.3800000000000001,0.06070893389980252,,-0.3011706748895176
1.385,0.6489488496901916,,-0.2624047258361777
1.3900000000000001,0.03740169776507575,,-0.21621736758832183
1.395,-0.40135853857887227,,-0.16390997541394442
1.4000000000000001,0.11419768964133584,,-0.10692217056576457
1.405,0.3405412396164313,,-0.04686150993866675
1.41,-0.06688988414344432,,0.014524454444141589
1.415,-0.3080695041187286,,0.0755161255280632
1.42,0.027116238022442174,,0.13441514883665615
1.425,0.3584522266680883,,0.18955096979408667
1.43,0.10409132503033512,,0.2393294869047243
1.435,-0.5888455081645239,,0.2823473127869164
1.44,0.06130764789740514,,0.31742038597579364
1.445,0.4758796814673022,,0.3435344363949132
1.45,-0.23099687119696893,,0.3599136179801084
1.455,-0.41739593673666797,,0.3661054811489561
1.46,0.2064411576632184,,0.3619730790950372
1.465,0.5255650509489137,,0.3476131258873896
1.47,-0.15183911576150544,,0.32338323002969405
1.475,-0.3571017003798669,,0.28997317672246425
1.48,0.005014613986250485,,0.24836494868089903
1.485,0.420927255035399,,0.19973887018778913
1.49,-0.08053832175198611,,0.14541400828471493
1.495,-0.5286670140696609,,0.08693511810570709
1.5,0.12750580297504843,,0.025999415506866654
1.5050000000000001,0.41838888548973213,,-0.03568689913265361
1.51,-0.05442763501251462,,-0.09641700256613901
1.5150000000000001,-0.4924978466445138,,-0.1544525890146181
1.52,0.1298886282853967,,-0.2081237885284902
1.5250000000000001,0.0961793178452034,,-0.25591771174911554
1.53,-0.12504315452055004,,-0.296514540156999
1.5350000000000001,-0.49010397054924243,,-0.32875616212619196
1.54,0.1451134064324612,,-0.3516896165519779
1.545,0.5197735911243915,,-0.36466237673598384
1.55,0.0761571055248581,,-0.36735421465888773
1.555,-0.5227742343090994,,-0.3596674080891777
1.56,0.04285360885713446,,-0.3417755663753938
1.565,0.4848073418502995,,-0.31419471089688616
1.57,-0.16443335800660136,,-0.2777356019527178
1.575,-0.27064889144272186,,-0.23340847476762128
1.58,0.19899818123832813,,-0.1824387279505032
1.585,0.4920744821694641,,-0.12627573335121242
1.59,-0.19416100632695812,,-0.06654182886487307
1.595,-0.3986897615810647,,-0.004915606178676387
1.6,0.040459159265885544,,0.05690119661124559
1.605,0.388414125545668,,0.11714811909138564
1.61,-0.14921597157766708,,0.17408212645714793
1.615,-0.576457355330133,,0.22609156435891012
1.62,0.2308862219062445,,0.2717666192185429
1.625,0.5222098693548061,,0.30977709788199687
1.6300000000000001,-0.2281546319575289,,0.33901723186406
1.635,-0.5796259802549806,,0.35866666342027126
1.6400000000000001,0.14856404961472083,,0.36819982789585626
1.645,0.5338989925569528,,0.3673345208827977
1.6500000000000001,-0.13468195218464588,,0.35604769274316583
1.655,-0.5589459293053055,,0.33466419965769983
1.6600000000000001,0.10474876098385143,,0.30384179212019
1.665,0.23305295009160748,,0.26441993635331207
1.67,-0.23442877673340567,,0.21747573310775747
1.675,-0.6155808036796989,,0.1643429086442641
1.68,-0.15793754334591195,,0.10657043847257644
1.685,0.37579958895790166,,0.04576662082269098
1.69,-0.09329492796615194,,-0.016381604206007143
1.695,-0.4281606081712022,,-0.07810663192078644
1.7,0.3327337548103231,,-0.13762865769018268
1.705,0.46745747414668015,,-0.19326781923233471
1.71,-0.0044117246252022985,,-0.24348037665442765
1.715,-0.425165320934605,,-0.2868395319857314
1.72,0.07533156586156217,,-0.32208178630496953
1.725,0.6174864058546548,,-0.348213080661049
1.73,0.08800820803581313,,-0.36453090411860184
1.735,-0.4488869028569473,,-0.37055814894170336
1.74,0.09051880789324172,,-0.36607146090398784
1.745,0.5017079845857323,,-0.35121874971776273
1.75,-0.2416151427308365,,-0.3264380459436845
1.7550000000000001,-0.6133101884748607,,-0.2924355367086668
1.76,0.08279126187450843,,-0.250118096650685
1.7650000000000001,0.531901625463825,,-0.20069091116952928
1.77,-0.25096774788337073,,-0.14558930939303705
1.7750000000000001,-0.5254018155787169,,-0.08635760773334202
1.78,0.24666885707691183,,-0.0246344359558104
1.7850000000000001,0.5878828536615329,,0.03782813129824987
1.79,-0.23035990082594215,,0.0992136601078751
1.795,-0.33722560055125317,,0.15781034674398628
1.8,0.04334337493643782,,0.21199128873143083
1.805,0.5904621229233835,,0.26020771240292195
1.81,-0.05383155833774703,,0.30105527296872187
1.815,-0.45598412914115666,,0.33339615491535146
1.82,0.1048994274391483,,0.35633777349896095
1.825,0.5922283674965781,,0.3692244745704144
1.83,0.0726512129509521,,0.37164543006376083
1.835,-0.6740168664214357,,0.3635424260019111
1.84,0.060697766877341436,,0.34518032101424073
1.845,0.33726397712694084,,0.31705321318812024
1.85,-0.0856586329623788,,0.27991883420572833
1.855,-0.47364906953910924,,0.23484019449954124
1.86,0.1080315039327409,,0.18312271684061424
1.865,0.5993766641294784,,0.12621016849365232
1.87,-0.13330576728222387,,0.06568138014345118
1.875,-0.38579344361200024,,0.003255076622436029
1.8800000000000001,0.13838151613182048,,-0.05926563700132058
1.885,0.4107512261891204,,-0.1201199064426152
1.8900000000000001,-0.033402616559820325,,-0.17761943018771711
1.895,-0.4879364980684615,,-0.23014366453062213
1.9000000000000001,0.13906473090462543,,-0.2761473012822153
1.905,0.43000990324967275,,-0.31433482074216984
1.9100000000000001,-0.09081808637603131,,-0.34367522144924323
1.915,-0.14875569196276978,,-0.36331943104934494
1.92,0.04570033211035003,,-0.3726679385083425
1.925,0.6506447186723827,,-0.3714610050765536
1.93,0.14539181611976013,,-0.3597684163425797
1.935,-0.48050753137284086,,-0.3379090423047735
1.94,0.11168676987012127,,-0.306455770241583
1.945,0.187693464542177,,-0.2662969920427584
1.95,-0.06968417575684936,,-0.2186200829705743
1.955,-0.6201131412042233,,-0.16475691455279093
1.96,0.053329824161928635,,-0.10618447033089679
1.965,0.43061436610222054,,-0.04457125466728504
1.97,-0.04654615655598357,,0.018310693503507655
1.975,-0.6340739923569426,,0.08068047822373822
1.98,0.10458599089598394,,0.14081763109546172
1.985,0.7113059394629535,,0.19701466345687188
1.99,-0.1638993709252127,,0.24762524662738816
1.995,-0.4633146328577991,,0.291239279559441
2.0,0.141291169615469,,0.3266567847565862
2.005,0.5509109952902163,,0.35286871834774514
2.0100000000000002,0.04019841251546763,,0.36906935843345295
2.015,-0.5689584719550688,,0.3748252526275613
2.02,0.13910593462844573,,0.3700100485709052
2.025,0.6050447519357809,,0.35473574868953484
2.0300000000000002,-0.10903882784623635,,0.3293953623605493
2.035,-0.5379973449907648,,0.2947082942447827
2.04,0.04815355119157066,,0.251692930447213
2.045,0.4851930135024347,,0.20155576380515303
2.05,-0.18251090275011675,,0.14567763942470957
2.055,-0.5563871914446754,,0.08563804069155256
2.06,0.2585477491036827,,0.023186283637016393
2.065,0.5183761600629442,,-0.03993847586114191
2.07,-0.09969724788620556,,-0.10199095665599245
2.075,-0.5654373234856531,,-0.1611878332513573
2.08,0.2007131476824709,,-0.21581747716286545
2.085,0.4652684846847642,,-0.2643559304358962
2.09,-0.15975586745339296,,-0.30546182942261557
2.095,-0.45564135339412415,,-0.33794955781373637
2.1,0.11392148396141852,,-0.3608603444231914
2.105,0.47798077306469977,,-0.37356974073844273
2.11,-0.15129186195373107,,-0.37572553356167104
2.115,-0.39767587580159247,,-0.36727373216390047
2.12,0.02517889609255311,,-0.3484088165279162
2.125,0.5680159633236102,,-0.319651936136847
2.13,-0.11271905004800983,,-0.28186967023328846
2.1350000000000002,-0.4097504727860477,,-0.236117141877422
2.14,-0.18845213171699648,,-0.18363863327605118
2.145,0.49856450666420454,,-0.12593011161911116
2.15,-0.2565129806057462,,-0.0646762361994232
2.1550000000000002,-0.5257252611188988,,-0.0015625107643112365
2.16,0.1756004918218094,,0.06163017501072268
2.165,0.46349953399593047,,0.12312495447333803
2.17,-0.06780454447793319,,0.18113172625238402
2.1750000000000003,-0.6581715425111958,,0.2340146234338478
2.18,-0.06770367265632136,,0.2803158099499741
2.185,0.6958217324885073,,0.31872109015368283
2.19,-0.036202701029458786,,0.34810595713426273
2.195,-0.38150117920975635,,0.36764916781888957
2.2,0.01352598756498355,,0.3768172561144923
2.205,0.6526436411931084,,0.3753335205999694
2.21,0.0801819172373423,,0.36321527695238415
2.215,-0.5957237396905477,,0.34079433284614796
2.22,0.1209055820073128,,0.3087485674240427
2.225,0.3840672736617121,,0.2679727312125979
2.23,-0.04914336151838754,,0.21957476231939707
2.235,-0.4095836352180674,,0.16492358713445104
2.24,0.26722308781786086,,0.1056205669242183
2.245,0.42082195890410296,,0.04332639909484821
2.25,-0.09317182485664748,,-0.020241639274334394
2.255,-0.494365902396388,,-0.08327246956298824
2.2600000000000002,-0.0056965392222472905,,-0.14394909312108609
2.265,0.5752979954581918,,-0.2005633444241212
2.27,-0.17991197318175906,,-0.2515431450162645
2.275,-0.5014355868099666,,-0.29544334934131256
2.2800000000000002,0.05467359591959979,,-0.3309743528512221
2.285,0.33764208127488304,,-0.35714365437257173
2.29,-0.127367624433761,,-0.37324010224668486
2.295,-0.4379030032635627,,-0.378802463638212
2.3000000000000003,0.03729783388532494,,-0.3736248252557367
2.305,0.4888377786437842,,-0.3578626742101256
2.31,-0.2229585078594305,,-0.33199248160936
2.315,-0.38913759537527604,,-0.2967344774482939
2.32,0.21062933466023628,,-0.2530378112799169
2.325,0.4153766319712686,,-0.2021592683194972
2.33,-0.07776996674576475,,-0.14556215662762764
2.335,-0.5305243169614128,,-0.08484452408797648
2.34,0.012531259339192247,,-0.021680489514742943
2.345,0.34285534181096233,,0.04213589664112691
2.35,-0.1447295935889009,,0.10476037882244561
2.355,-0.5746322280976867,,0.16442564240699675
2.36,-0.029857010031053566,,0.2194913856923923
2.365,0.4257192766406599,,0.2683740086685512
2.37,0.11681060306034344,,0.30966529565954987
2.375,-0.79566098022929,,0.34218548928021425
2.38,0.061959861281969945,,0.3650551598030008
2.3850000000000002,0.5400340921042921,,0.37762418453741714
2.39,-0.058326538060563995,,0.37949430338252443
2.395,-0.5669127880266096,,0.37061117972356544
2.4,0.11039432041156763,,0.3512608577038869
2.4050000000000002,0.7025007131751813,,0.3219909611923632
2.41,-0.02055216681103056,,0.28357105277130085
2.415,-0.32722617845217206,,0.23709603665309265
2.42,0.15843856139008078,,0.18392869179625518
2.4250000000000003,0.5802575288932625,,0.1255493524538435
2.43,-0.09027409665521613,,0.06357831665369326
2.435,-0.3088874852313147,,-0.00023125863809256398
2.44,-0.05250145054419811,,-0.06403536983801986
2.445,0.45294626776534463,,-0.12603526098183446
2.45,0.00798015566510163,,-0.18450607352643303
2.455,-0.6035212068546136,,-0.23779180386782955
2.46,-0.07592364978279532,,-0.28434426408581986
2.465,0.5487803953514884,,-0.3228576084087499
2.47,-0.19712474695744248,,-0.35226812960878107
2.475,-0.5425698803138711,,-0.37174031180770256
2.48,0.006821587809892643,,-0.3806760327180147
2.485,0.48653452551300724,,-0.3788415303522002
2.49,-0.09335795484444535,,-0.36630945050341873
2.495,-0.40679392829337446,,-0.34341344317944433
2.5,-0.04804441317332915,,-0.31077920004304455
2.505,0.47733665668937925,,-0.26932256359096346
2.5100000000000002,-0.10444218674222673,,-0.22025502025730734
2.515,-0.6173851716936515,,-0.16495937406779623
2.52,0.12675739663005703,,-0.10494505720622802
2.525,0.5242148509309098,,-0.04192748811372775
2.5300000000000002,-0.22856750833594963,,0.022264570422466944
2.535,-0.6136216381266925,,0.08584060452827946
2.54,0.23359135717192986,,0.14703056753450955
2.545,0.3938755571469527,,0.20409912931448873
2.5500000000000003,-0.09874802165710475,,0.255383565424677
2.555,-0.4170418929403834,,0.2994428048470475
2.56,0.18443774968414312,,0.3350682046867104
2.565,0.6095683783909126,,0.3612496229094958
2.57,-0.06840962897093998,,0.3771874143933492
2.575,-0.44883509032129454,,0.38244407780339124
2.58,0.13423328458621678,,0.37691095677467973
2.585,0.5551093104911123,,0.3607237645891543
2.59,0.002425072431809394,,0.33430037504430427
2.595,-0.5506718806884667,,0.29839569723704723
2.6,0.0605780768084708,,0.25405953220436467
2.605,0.43614662930779036,,0.2025381400341979
2.61,-0.12333518847117639,,0.14524203526746804
2.615,-0.6192892078841896,,0.08380457055637093
2.62,0.09879292592553124,,0.020003104263320273
2.625,0.5071654110579257,,-0.04437078813378236
2.63,-0.15103999285747302,,-0.10752173769298153
2.6350000000000002,-0.5637184362751069,,-0.16767839930576386
2.64,0.16504359301575786,,-0.22307768842164974
2.645,0.3660691238654628,,-0.2721723245266166
2.65,-0.15277730270389844,,-0.31360777284170777
2.6550000000000002,-0.5017888461920854,,-0.34619775800637614
2.66,0.25230339850721994,,-0.36897626623512925
2.665,0.3171976773354544,,-0.3813073212208084
2.67,-0.11160789165447355,,-0.38289105528218337
2.6750000000000003,-0.3085385488201875,,-0.3736494338837616
2.68,0.20399562015021483,,-0.35381536964807897
2.685,0.539006409591633,,-0.32395305080419157
2.69,-0.07894158473658411,,-0.2849349458695112
2.695,-0.3909736281316799,,-0.23786474777343306
2.7,0.022325789130943643,,-0.18402530032890532
2.705,0.553900426059696,,-0.12494366681585199
2.71,-0.0890867799843181,,-0.0623289855046666
2.715,-0.5044746295596595,,0.0020485595012205834
2.72,0.20821485117530703,,0.06641381782975032
2.725,0.5451742653610646,,0.12893528948817498
2.73,-0.17674209727923287,,0.18780162329120018
2.735,-0.4675176748662212,,0.24135711194621084
2.74,0.15275452416074403,,0.2881269117476849
2.745,0.46148652627941755,,0.3267688333417475
2.75,-0.010811895235716754,,0.3561547115534654
2.755,-0.465849984127191,,0.37546256165198566
2.7600000000000002,0.1049430121270249,,0.38417542444409564
2.765,0.360519896259503,,0.38203860612342555
2.77,0.020893544328610306,,0.36907617656087754
2.775,-0.4642635030374857,,0.3456502969838206
2.7800000000000002,-0.0025565996456112933,,0.31246342675526095
2.785,0.49479030807606644,,0.2704397853184371
2.79,-0.32105768338913804,,0.22072891570169217
2.795,-0.4968295000083538,,0.16474979825233596
2.8000000000000003,0.0694811073464686,,0.10411351771786116
2.805,0.43342014611449486,,0.04052656488930352
2.81,-0.13952519184918255,,-0.02424933407429511
2.815,-0.30414100212495554,,-0.08837580713843074
2.82,0.09845404469212543,,-0.1499958355711565
2.825,0.39981982338773814,,-0.2073756057066402
2.83,-0.11174068407512149,,-0.2589302086673137
