chi_over_J,alpha,energy_over_J,overlap,f1_alpha
0.0,75,-1.6141169451045516,-1.8086617783585518e-05,8.47884625540934e-10
0.0,76,-1.604246385510087,-7.904294739632188e-05,1.578981964508928e-08
0.0,77,-1.5942650144458446,1.9255048005472787e-05,9.139463361193898e-10
0.0,78,-1.5841735213635242,8.418981071998495e-05,1.704822126417725e-08
0.0,79,-1.5739726033213772,-2.0519292800972346e-05,9.88456744437677e-10
0.0,80,-1.5636629649360592,-8.976584962157011e-05,1.8470088282004212e-08
0.0,81,-1.5532453183339563,2.1890745545176504e-05,1.0728009412787241e-09
0.0,82,-1.542720383101999,9.582280518080006e-05,2.0082673359739813e-08
0.0,83,-1.5320888862379556,-2.3382514119306034e-05,1.1686465086359422e-09
0.0,84,-1.5213515621002167,-0.00010242032677878037,2.1918879344577427e-08
0.0,85,-1.5105091523570693,2.500974168826625e-05,1.2780125707584898e-09
0.0,86,-1.499562405935468,0.00010962747508443062,2.401866386032547e-08
0.0,87,-1.488512078969303,-2.678999976233427e-05,1.4033586975108543e-09
0.0,88,-1.477358934747171,-0.00011752456880827237,2.643085450565307e-08
0.0,89,-1.4661037436596525,2.8743772515326786e-05,1.5477002399058848e-09
0.0,90,-1.4547472831460972,0.00012620546815353582,2.9215513701057005e-08
0.0,91,-1.443290337640924,-3.089505768356467e-05,1.7147592341813273e-09
0.0,92,-1.4317336985194367,-0.00013578041698120437,3.244704609415572e-08
0.0,93,-1.4200781640431606,3.3272117109349917e-05,1.9091635830287965e-09
0.0,94,-1.4083245393047035,0.00014637960581315355,3.6218319264895935e-08
0.0,95,-1.3964736361721453,-3.590842111950419e-05,2.1367124545584473e-09
0.0,96,-1.384526273232959,-0.00015815767234833635,4.064618166919149e-08
0.0,97,-1.372483275737467,3.884384617914951e-05,2.404733502453589e-09
0.0,98,-1.3603454755418385,0.0001712994325412688,4.5878929173470975e-08
0.0,99,-1.3481137110506305,-4.212620654181993e-05,2.7225688988991104e-09
0.0,100,-1.3357888271588747,-0.00018602724238009398,5.2106522022873864e-08
0.0,101,-1.3233716751937186,4.581323074125016e-05,3.102244345895599e-09
0.0,102,-1.31086311285562,0.000202610543208986,5.957473477539825e-08
0.0,103,-1.2982640041591034,-4.99751370280138e-05,3.5594015375166236e-09
0.0,104,-1.2855752193730785,-0.00022137836342522375,6.860500913999953e-08
0.0,105,-1.2727976349607268,5.4698024531371153e-05,4.11461546854738e-09
0.0,106,-1.2599321335189624,0.00024273587169982644,7.962270208599261e-08
0.0,107,-1.2469796037174667,-6.008838938599362e-05,4.7952828176526746e-09
0.0,108,-1.233940940237305,-0.000267186554902333,9.319789609946335e-08
0.0,109,-1.2208170437091261,6.627921374630452e-05,5.63837235328196e-09
0.0,110,-1.2076088206509545,0.0002953623166872944,1.1010534416887789e-07
0.0,111,-1.1943171834055721,-7.343828621338387e-05,6.694500845489399e-09
0.0,112,-1.1809430500774996,-0.0003280649034841749,1.31414132055102e-07
0.0,113,-1.1674873444695797,8.177974019930623e-05,8.034089101321742e-09
0.0,114,-1.1539509960191658,0.000366323806587468,1.5862448563235103e-07
0.0,115,-1.1403349397339233,-9.158031553266387e-05,9.756855924843519e-09
0.0,116,-1.126640116127244,-0.00041147858081217126,1.9388114534521745e-07
0.0,117,-1.1128674711532818,0.00010320269032828329,1.2006802028612345e-08
0.0,118,-1.099017956141612,0.00046529810085962046,2.403143587342205e-07
0.0,119,-1.0850925277315187,-0.00011712962894501437,1.4996473694668538e-08
0.0,120,-1.071092147805917,-0.0005301569954186058,3.0259981209175016e-07
0.0,121,-1.0570177834249108,0.00013401508277936553,1.904739853386907e-08
0.0,122,-1.042870406758996,0.0006093028927661861,3.8790651960902935e-07
0.0,123,-1.0286509950219072,-0.00015476259688876595,2.46596893728344e-08
0.0,124,-1.0143605304031185,-0.0007072721362023838,5.075577318531368e-07
0.0,125,-1.0,0.00018064907570045576,3.2636342869191017e-08
0.0,126,-0.9855703957496355,0.000830556362062559,6.80057878719363e-07
0.0,127,-0.9710727143603044,-0.0002135265992505319,4.431476374967672e-08
0.0,128,-0.9565079572426363,-0.0009887092707704837,9.368645805531518e-07
0.0,129,-0.9418771304404403,0.0002561641119461627,6.201958020951931e-08
0.0,130,-0.9271812445612113,0.0011962604183411334,1.333991529474611e-06
0.0,131,-0.912421314706326,-0.00031285194896283366,9.000043856133311e-08
0.0,132,-0.8975983604009244,-0.0014761867450880258,1.9768329214580887e-06
0.0,133,-0.882713405523488,0.0003905287926299351,1.3651122995913366e-07
0.0,134,-0.8677674782351162,0.0018665815648791879,3.077406133147218e-06
0.0,135,-0.8527616109085077,-0.0005010197128103326,2.188175270109128e-07
0.0,136,-0.8376968400566496,-0.002434396724801577,5.099048018485498e-06
0.0,137,-0.822574206261223,0.000665842450103097,3.7656061316755416e-07
0.0,138,-0.8073947541007244,0.0033063624641583526,9.167044992508904e-06
0.0,139,-0.7921595320783135,-0.00092761055842455,7.124372644709877e-07
0.0,140,-0.7768695925493894,-0.004746959232909943,1.8423950900745714e-05
0.0,141,-0.761525991648899,0.0013809053275737585,1.5398029114649444e-06
0.0,142,-0.7461297892183876,0.0073880013789645775,4.3533669549096746e-05
0.0,143,-0.7306820487327897,-0.00227285849864322,4.0700337394471806e-06
0.0,144,-0.7151838372269722,-0.013076330762735384,0.00013309267457412986
0.0,145,-0.6996362252220292,0.00443901069732357,1.5154115414643138e-05
0.0,146,-0.6840402866513372,0.02943016993501456,0.0006582119185314734
0.0,147,-0.6683970987863748,-0.012512814442957187,0.0001175865922937583
0.0,148,-0.6527077421623109,-0.1275529290566037,0.012076506628046858
0.0,149,-0.6369733005033684,0.26280034778516637,0.05067217167745668
0.0,150,-0.6211948606479673,-0.510244608274166,0.1888320518964137
0.0,151,-0.6053735124736515,0.32120385590191725,0.07398183540831989
0.0,152,-0.5895103488218079,-0.21866697166903165,0.033901408748154956
0.0,153,-0.5736064654221802,0.01690385947698169,0.00020033342558760115
0.0,154,-0.5576629608171803,0.036439137417344385,0.0009206408015941511
0.0,155,-0.5416809362860099,-0.005244984348219255,1.886498268762466e-05
0.0,156,-0.5256614957685903,-0.015000609707102782,0.000152630371998008
0.0,157,-0.5096057457893087,0.002554482959694634,4.378496235149777e-06
0.0,158,-0.49351479538058673,0.008179290289706745,4.441056377230817e-05
0.0,159,-0.47738975600627476,-0.0015112335989589285,1.5000100065620135e-06
0.0,160,-0.46123174148488033,-0.005147616357803653,1.7221010078618648e-05
0.0,161,-0.4450418679126283,0.0009984549933261255,6.411469476968419e-07
0.0,162,-0.4288212535863744,0.003537058568044614,7.963023544589142e-06
0.0,163,-0.4125710189263543,-0.0007086276663269763,3.1634487377310093e-07
0.0,164,-0.39629228639879477,-0.002579445258545942,4.149025645114146e-06
0.0,165,-0.37998618043837956,0.0005288647252146815,1.7265891217361087e-07
0.0,166,-0.3636538273705811,0.0019638498185082782,2.3570006037030143e-06
0.0,167,-0.3472963553338602,-0.0004096988829893025,1.0156702376104211e-07
0.0,168,-0.33091489420174225,-0.0015447321443057428,1.4297031016904318e-06
0.0,169,-0.31451057550477013,0.00032664633357624393,6.330635986315303e-08
0.0,170,-0.2980845323523485,0.001246523346304486,9.130203868824412e-07
0.0,171,-0.2816378993544727,-0.0002664543768586142,4.13188750928029e-08
0.0,172,-0.2651718125433582,-0.0010267987936091053,6.077591720290609e-07
0.0,173,-0.24868740929497,0.0002214386760758996,2.8000153485352928e-08
0.0,174,-0.23218582825046016,0.0008602405690622367,4.1862021709954857e-07
0.0,175,-0.21566820923751692,-0.000186893321268487,1.9576216665645456e-08
0.0,176,-0.19913569319163313,-0.000730977746275517,2.967180586497978e-07
0.0,177,-0.1825894220772963,0.00015980517733090759,1.4052226642319877e-08
0.0,178,-0.16603053880911026,0.0006286501430810278,2.154975292677892e-07
0.0,179,-0.14946018717284826,-0.00013817222964351326,1.031713965668229e-08
0.0,180,-0.1328795117464481,-0.0005462612780197794,1.5982494191714048e-07
0.0,181,-0.11628965782095141,0.00012062202905650092,7.724227610808766e-09
0.0,182,-0.09969177132139412,0.0004789477478261102,1.2071688164327978e-07
0.0,183,-0.08308699872765282,-0.00010618817748748508,5.882549370235168e-09
0.0,184,-0.06647648699525306,-0.0004232436829078885,9.26503420476208e-08
0.0,185,-0.04986138347614557,9.417422135946525e-05,4.547932150403482e-09
0.0,186,-0.03324283583945216,0.0003766250296344436,7.21245090392289e-08
0.0,187,-0.016621991992193882,-8.406795483626959e-05,3.5634493994473763e-09
0.0,188,1.457167719820518e-16,-0.0003372182667758798,5.686004349464359e-08
0.0,189,0.016621991992194225,7.548586772207137e-05,2.825671557876014e-09
0.0,190,0.03324283583945249,0.0003036090722385104,4.533723111555793e-08
0.0,191,0.04986138347614598,-6.813619927797812e-05,2.264883925185984e-09
0.0,192,0.06647648699525369,-0.00027471357543184724,3.652113714186711e-08
0.0,193,0.08308699872765324,6.179380133700924e-05,1.833144995090235e-09
0.0,194,0.0996917713213945,0.0002496898432847865,2.9693438690000097e-08
0.0,195,0.11628965782095183,-5.628268519461976e-05,1.4968858524041414e-09
0.0,196,0.1328795117464485,-0.0002278758447898182,2.434693665969738e-08
0.0,197,0.14946018717284867,5.146368026481977e-05,1.2322142629043184e-09
0.0,198,0.16603053880911064,0.00020874521265191095,2.0117885063970302e-08
0.0,199,0.18258942207729673,-4.722556220935886e-05,1.0218707595549718e-09
0.0,200,0.1991356931916333,-0.0001918751965348917,1.6741689733928746e-08
0.0,201,0.21566820923751742,4.34785788924926e-05,8.532169887210745e-10
0.0,202,0.23218582825046058,0.00017692311363566454,1.4023365075680018e-08
0.0,203,0.24868740929497044,-4.014966095626912e-05,7.168825627237426e-10
0.0,204,0.2651718125433586,-0.00016360881550005606,1.1817496863184258e-08
0.0,205,0.2816378993544732,3.717883413953244e-05,6.058400222345098e-10
0.0,206,0.298084532352349,0.00015170147638193072,1.0014440003562049e-08
0.0,207,0.31451057550477063,-3.451650051653021e-05,5.14762981503053e-10
0.0,208,0.3309148942017423,-0.00014100952727749816,8.530674405568108e-09
0.0,209,0.3472963553338609,3.212135626647336e-05,4.395746149236257e-10
0.0,210,0.36365382737058155,0.0001313729077377169,7.301976737553145e-09
0.0,211,0.37998618043838,-2.995878113755431e-05,3.771259783637808e-10
0.0,212,0.39629228639879516,-0.00012265704502078013,6.2785263970503475e-09
0.0,213,0.41257101892635484,2.7999581319899455e-05,3.249641127497433e-10
0.0,214,0.42882125358637485,0.00011474813401589242,5.421357670811636e-09
0.0,215,0.4450418679126288,-2.6218999797009856e-05,2.811630264452013e-10
0.0,216,0.46123174148487994,-0.00010754940643145435,4.699760392051091e-09
0.0,217,0.47738975600627553,2.459593104143679e-05,2.4419923837550193e-10
0.0,218,0.4935147953805872,0.00010097815913573502,4.089356561638506e-09
0.0,219,0.5096057457893091,-2.3112293233139134e-05,2.1285925185593043e-10
0.0,220,0.5256614957685904,-9.496337013715295e-05,3.5706638923731956e-09
0.0,221,0.54168093628601,2.1752522871909013e-05,1.8617014591633981e-10
0.0,222,0.5576629608171801,8.944377301039687e-05,3.128013626828569e-09
0.0,223,0.5736064654221801,-2.0503165280250322e-05,1.633470676919139e-10
0.0,224,0.5895103488218082,-8.436629173831037e-05,2.748728557956434e-09
0.0,225,0.6053735124736515,1.9352540717180277e-05,1.4375319316140232e-10
0.0,226,0.6211948606479673,7.968476085917562e-05,2.4224938555635824e-09
0.0,227,0.6369733005033685,-1.8290470601138553e-05,1.2686896680936646e-10
0.0,228,0.6527077421623108,-7.535887300438698e-05,2.1408719582974926e-09
0.0,229,0.6683970987863745,1.7308051733922526e-05,1.1226830135735373e-10
0.0,230,0.684040286651337,7.135330879216182e-05,1.8969259622834943e-09
0.0,231,0.6996362252220291,-1.6397469196413393e-05,9.960003992136208e-11
0.0,232,0.7151838372269722,-6.763701383258582e-05,1.6849253305576004e-09
0.0,233,0.7306820487327894,1.5551840470610765e-05,8.857342444637899e-11
0.0,234,0.7461297892183872,6.418259511102708e-05,1.5001145066194515e-09
0.0,235,0.7615259916488987,-1.4765085030401874e-05,7.894663666473191e-11
0.0,236,0.7768695925493889,-6.096581470357335e-05,1.3385299150720634e-09
0.0,237,0.7921595320783132,1.403181469462861e-05,7.051770942591038e-11
0.0,238,0.807394754100724,5.796516334368335e-05,1.1968544245128394e-09
0.0,239,0.8225742062612227,-1.3347241095789352e-05,6.311727933573836e-11
0.0,240,0.8376968400566494,-5.516149969128659e-05,1.0723009847963503e-09
0.0,241,0.8527616109085073,1.2707097249096344e-05,5.6602777341133534e-11
0.0,242,0.8677674782351159,5.253774408483605e-05,9.625191231059434e-10
0.0,243,0.8827134055234876,-1.210757082274371e-05,5.0853748975168106e-11
0.0,244,0.897598360400924,-5.007861744964887e-05,8.655194400644471e-10
0.0,245,0.9124213147063256,1.1545247217256222e-05,4.5768067281670614e-11
0.0,246,0.9271812445612109,4.777041798695387e-05,7.796123624779539e-10
0.0,247,0.9418771304404399,-1.1017060629109473e-05,4.125885257314678e-11
0.0,248,0.956507957242636,-4.560082961409136e-05,7.033582439915742e-10
0.0,249,0.9710727143603041,1.0520252225511974e-05,3.725195936457258e-11
0.0,250,0.9855703957496351,4.3558756752300654e-05,6.355265281199337e-10
0.0,251,0.9999999999999999,-1.0052333858325513e-05,3.368391422559446e-11
0.0,252,1.0143605304031185,-4.163418189763179e-05,5.75062208571456e-10
0.0,253,1.0286509950219072,9.61105676222587e-06,3.050021907642512e-11
0.0,254,1.042870406758996,3.981804204287696e-05,5.210581627460793e-10
0.0,255,1.0570177834249106,-9.194384401821084e-06,2.765394926764411e-11
0.0,256,1.0710921478059163,-3.8102121340289564e-05,4.727322510015395e-10
0.0,257,1.0850925277315189,8.800468807851272e-06,2.510459074158743e-11
0.0,258,1.0990179561416118,3.6478957588825494e-05,4.2940829207292687e-10
0.0,259,1.1128674711532818,-8.42762995523054e-06,2.281707248492787e-11
0.0,260,1.126640116127244,-3.494176051442167e-05,3.90500203365556e-10
0.0,261,1.140334939733923,8.074337720342193e-06,2.0760958596011266e-11
0.0,262,1.1539509960191656,3.348434020756156e-05,3.5549873673254356e-10
0.0,263,1.1674873444695795,-7.73919604301278e-06,1.8909771389433986e-11
0.0,264,1.1809430500774996,-3.2101044270761905e-05,3.239603489399049e-10
0.0,265,1.1943171834055724,7.420929022283637e-06,1.7240422680061075e-11
0.0,266,1.2076088206509545,3.078670250242662e-05,2.9549783503615776e-10
0.0,267,1.220817043709126,-7.118368644704113e-06,1.5732734332540673e-11
0.0,268,1.2339409402373047,-2.953657810718612e-05,2.6977242213859546e-10
0.0,269,1.2469796037174667,6.830443966550992e-06,1.4369033070356162e-11
0.0,270,1.2599321335189624,2.8346324531724728e-05,2.464870762205505e-10
0.0,271,1.2727976349607266,-6.556171520189737e-06,1.3133806913556795e-11
0.0,272,1.2855752193730785,-2.7211947260763736e-05,2.2538082137845902e-10
0.0,273,1.2982640041591034,6.294646804013275e-06,1.2013413162189316e-11
0.0,274,1.3108631128556198,2.612976983922826e-05,2.062239039356069e-10
0.0,275,1.3233716751937183,-6.0450367610140595e-06,1.099582969880798e-11
0.0,276,1.3357888271588745,-2.5096403687465127e-05,1.8881366680127508e-10
0.0,277,1.3481137110506303,5.806573001346904e-06,1.0070442205374524e-11
0.0,278,1.3603454755418383,2.410872120018772e-05,1.7297102036465375e-10
0.0,279,1.3724832757374668,-5.578545825056531e-06,9.227862195815969e-12
0.0,280,1.3845262732329588,-2.3163831663511565e-05,1.5853741552201884e-10
0.0,281,1.3964736361721453,5.36029885895038e-06,8.459770716359136e-12
0.0,282,1.4083245393047032,2.225905976938679e-05,1.453722430254012e-10
0.0,283,1.4200781640431601,-5.1512242327747765e-06,7.75878379165537e-12
0.0,284,1.4317336985194364,-2.1391926327827323e-05,1.3335059280710028e-10
0.0,285,1.4432903376409238,4.950758277916271e-06,7.11833647871697e-12
0.0,286,1.454747283146097,2.056013095109329e-05,1.2236131967031971e-10
0.0,287,1.4661037436596525,-4.758377652025078e-06,6.5325826300858e-12
0.0,288,1.4773589347471712,-1.9761536484763192e-05,1.1230536994622598e-10
0.0,289,1.488512078969303,4.5735958398583e-06,5.996308059399484e-12
0.0,290,1.4995624059354682,1.8994154985427166e-05,1.0309433091422519e-10
0.0,291,1.5105091523570693,-4.395960029627246e-06,5.504855274522614e-12
0.0,292,1.521351562100217,-1.825613504524976e-05,9.464917055142352e-11
0.0,293,1.532088886237956,4.225048256507521e-06,5.054057937952069e-12
0.0,294,1.5427203831019993,1.7545750394319082e-05,8.689914135650836e-11
0.0,295,1.5532453183339567,-4.060466822078591e-06,4.6401837901465445e-12
0.0,296,1.5636629649360594,-1.686138950772559e-05,7.978082374711114e-11
0.0,297,1.573972603321378,3.901848013729304e-06,4.2598849679872176e-12
0.0,298,1.5841735213635244,1.6201546234837628e-05,7.323729100068006e-11
0.0,299,1.5942650144458448,-3.748847946750129e-06,3.9101543600074414e-12
0.0,300,1.6042463855100875,-1.5564811303986522e-05,6.721737860808373e-11
0.0,301,1.614116945104552,3.60114467262756e-06,3.58828754215762e-12
0.0,302,1.6238760114317128,1.4949864549571743e-05,6.167504337290111e-11
0.0,303,1.6335229103953133,-3.458436429658552e-06,3.2918493191460597e-12
0.0,304,1.643056975646928,-1.4355467885134762e-05,5.6568801147906554e-11
0.0,305,1.6524775486319896,3.3204400532122338e-06,3.0186443337572875e-12
0.0,306,1.6617839786352795,1.3780458868500367e-05,5.186123211780281e-11
0.0,307,1.6709756228258728,-3.186889532597307e-06,2.7666912130476615e-12
0.0,308,1.6800518463015428,-1.3223744842621615e-05,4.751854518768227e-11
0.0,309,1.6890120221326155,3.057534680306234e-06,2.5341997564967934e-12
0.0,310,1.6978555314052746,1.268429757062714e-05,4.351019365419717e-11
0.0,311,1.7065817632643112,-2.932139925077785e-06,2.3195508178841027e-12
0.0,312,1.7151901149553188,-1.2161148330536092e-05,3.980853573298114e-11
0.0,313,1.7236799918663277,2.810483205524511e-06,2.121278517664625e-12
0.0,314,1.7320508075688772,1.1653383421827283e-05,3.638853426023987e-11
0.0,315,1.7403019838585219,-2.6923549475586542e-06,1.9380544843186545e-12
0.0,316,1.7484329507947713,-1.1160140034749985e-05,3.322749062896623e-11
0.0,317,1.756443146740457,2.5775571421171983e-06,1.7686739105198415e-12
0.0,318,1.7643320184005282,1.0680602454551345e-05,3.03048087958972e-11
0.0,319,1.7720990208602687,-2.465902457333989e-06,1.6120431212114163e-12
0.0,320,1.779743617622937,-1.0213998577915982e-05,2.760178574673096e-11
0.0,321,1.7872652806468246,2.357213500097203e-06,1.4671686338997642e-12
0.0,322,1.7946634903817278,9.759596701698051e-06,2.5101425165429125e-11
0.0,323,1.8019377358048383,-2.2513220310630446e-06,1.3331472857718536e-12
0.0,324,1.8090875144560385,-9.316702521293489e-06,2.2788271367991364e-11
0.0,325,1.81611233247261,2.1480683171431905e-06,1.2091575441879373e-12
0.0,326,1.8230117046233463,8.884656456865924e-06,2.064826181828008e-11
0.0,327,1.8297851543420693,-2.0473005248411813e-06,1.094451742875262e-12
0.0,328,1.8364322137605478,-8.462831032250494e-06,1.8668594830165243e-11
0.0,329,1.8429524237408155,1.9488741062135946e-06,9.88349095211289e-13
0.0,330,1.8493453339068828,8.050628597960089e-06,1.683761217525309e-11
0.0,331,1.8556105026758507,-1.8526512968274421e-06,8.902295283283245e-13
0.0,332,1.8617474972884083,-7.64747909084372e-06,1.5144693584500113e-11
0.0,333,1.867755893838727,1.7585006047899915e-06,7.995281213212545e-13
0.0,334,1.8736352773037417,7.25283806032342e-06,1.3580162869640958e-11
0.0,335,1.8793852415718166,-1.6662963463822369e-06,7.157301426130949e-13
0.0,336,1.8850053894707983,-6.866184718541056e-06,1.2135203452250104e-11
0.0,337,1.890495332795449,1.5759182328531901e-06,6.383666239468972e-13
0.0,338,1.8958546923342634,6.487020253497836e-06,1.0801783232013174e-11
0.0,339,1.9010830978956579,-1.4872509299527872e-06,5.670103503883175e-13
0.0,340,1.9061801883335459,-6.114866097037579e-06,9.572586720850885e-12
0.0,341,1.9111456115722814,1.4001837369025884e-06,5.012723423272288e-13
0.0,342,1.9159790246309776,5.7492624672419605e-06,8.440954805567393e-12
0.0,343,1.9206800936471997,-1.3146102063246985e-06,4.4079863721375923e-13
0.0,344,1.925248493900024,-5.389766881846261e-06,7.400830365164854e-12
0.0,345,1.9296839098324698,1.2304277806901613e-06,3.8526740830429023e-13
0.0,346,1.9339860350732943,5.035952801065764e-06,6.446709695330769e-12
0.0,347,1.938154572458156,-1.14753755329182e-06,3.343864516601962e-13
0.0,348,1.9421892340501399,-4.68740836554031e-06,5.573599051381131e-12
0.0,349,1.9460897411596476,1.0658439140924101e-06,2.878908513121306e-13
0.0,350,1.9498558243636472,4.343735187793103e-06,4.776975713740785e-12
0.0,351,1.9534872235242824,-9.852543081523338e-07,2.455409508887985e-13
0.0,352,1.9569836878068425,-4.004547204711184e-06,4.0527531875935254e-12
0.0,353,1.9603449756970872,9.056789559524165e-07,2.0712051169766207e-13
0.0,354,1.9635708550179316,3.6694696078275607e-06,3.3972501959600584e-12
0.0,355,1.9666611029454788,-8.270306127491298e-07,1.7243508518311056e-13
0.0,356,1.969615506024416,-3.338137805396011e-06,2.8071630344181226e-12
0.0,357,1.9724338601827562,7.492243312100333e-07,1.4131056150937054e-13
0.0,358,1.975115970745935,3.0101964498186062e-06,2.2795410724764295e-12
0.0,359,1.9776616524502568,-6.721772294815136e-07,1.1359188225158298e-13
0.0,360,1.9800707294556925,-2.6852984970303715e-06,1.8117650800452268e-12
0.0,361,1.9823430353580254,5.958082843128992e-07,8.914191115098641e-14
0.0,362,1.984478413200344,2.3631043052383827e-06,1.4015281769073534e-12
0.0,363,1.9864767154838856,-5.200381122058604e-07,6.784043742089676e-14
0.0,364,1.9883378041782243,-2.0432807798972034e-06,1.0468192160037443e-12
