gamma0_over_omega0,gamma0,optimal_polar_angle,optimal_measure,excited_ground_measure,equatorial_measure,excited_ground_shortfall,revival_segments,coarse_fine_measure_error
4.6000000000000005,4.6000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
4.7,4.7,0.0,0.0,0.0,0.0,0.0,0,0.0
4.800000000000001,4.800000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
4.9,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0
5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5.1000000000000005,5.1000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
5.2,5.2,0.0,0.0,0.0,0.0,0.0,0,0.0
5.300000000000001,5.300000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
5.4,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0
5.5,5.5,0.0,0.0,0.0,0.0,0.0,0,0.0
5.6000000000000005,5.6000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
5.7,5.7,0.0,0.0,0.0,0.0,0.0,0,0.0
5.800000000000001,5.800000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
5.9,5.9,0.0,0.0,0.0,0.0,0.0,0,0.0
6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0
6.1000000000000005,6.1000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
6.2,6.2,0.0,0.0,0.0,0.0,0.0,0,0.0
6.300000000000001,6.300000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
6.4,6.4,0.0,0.0,0.0,0.0,0.0,0,0.0
6.5,6.5,0.0,0.0,0.0,0.0,0.0,0,0.0
6.6000000000000005,6.6000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
6.7,6.7,0.0,0.0,0.0,0.0,0.0,0,0.0
6.800000000000001,6.800000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
6.9,6.9,0.0,0.0,0.0,0.0,0.0,0,0.0
7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7.1000000000000005,7.1000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
7.2,7.2,0.0,0.0,0.0,0.0,0.0,0,0.0
7.300000000000001,7.300000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
7.4,7.4,0.0,0.0,0.0,0.0,0.0,0,0.0
7.5,7.5,0.0,0.0,0.0,0.0,0.0,0,0.0
7.6000000000000005,7.6000000000000005,0.0,0.0,0.0,0.0,0.0,0,0.0
7.7,7.7,0.0,0.0,0.0,0.0,0.0,0,0.0
7.800000000000001,7.800000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
7.9,7.9,0.0,0.0,0.0,0.0,0.0,0,0.0
8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0
8.1,8.1,0.0,0.0,0.0,0.0,0.0,0,0.0
8.200000000000001,8.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
8.3,8.3,0.0,0.0,0.0,0.0,0.0,0,0.0
8.4,8.4,0.0,0.0,0.0,0.0,0.0,0,0.0
8.5,8.5,0.0,0.0,0.0,0.0,0.0,0,0.0
8.6,8.6,0.0,0.0,0.0,0.0,0.0,0,0.0
8.700000000000001,8.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
8.8,8.8,0.0,0.0,0.0,0.0,0.0,0,0.0
8.9,8.9,0.0,0.0,0.0,0.0,0.0,0,0.0
9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0
9.1,9.1,0.0,0.0,0.0,0.0,0.0,0,0.0
9.200000000000001,9.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
9.3,9.3,0.0,0.0,0.0,0.0,0.0,0,0.0
9.4,9.4,0.0,0.0,0.0,0.0,0.0,0,0.0
9.5,9.5,0.0,0.0,0.0,0.0,0.0,0,0.0
9.600000000000001,9.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
9.700000000000001,9.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
9.8,9.8,0.0,0.0,0.0,0.0,0.0,0,0.0
9.9,9.9,0.0,0.0,0.0,0.0,0.0,0,0.0
10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0
10.100000000000001,10.100000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
10.200000000000001,10.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
10.3,10.3,0.0,0.0,0.0,0.0,0.0,0,0.0
10.4,10.4,0.0,0.0,0.0,0.0,0.0,0,0.0
10.5,10.5,0.0,0.0,0.0,0.0,0.0,0,0.0
10.600000000000001,10.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
10.700000000000001,10.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
10.8,10.8,0.0,0.0,0.0,0.0,0.0,0,0.0
10.9,10.9,0.0,0.0,0.0,0.0,0.0,0,0.0
11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0
11.100000000000001,11.100000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
11.200000000000001,11.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
11.3,11.3,0.0,0.0,0.0,0.0,0.0,0,0.0
11.4,11.4,0.0,0.0,0.0,0.0,0.0,0,0.0
11.5,11.5,0.0,0.0,0.0,0.0,0.0,0,0.0
11.600000000000001,11.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
11.700000000000001,11.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
11.8,11.8,0.0,0.0,0.0,0.0,0.0,0,0.0
11.9,11.9,0.0,0.0,0.0,0.0,0.0,0,0.0
12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0
12.100000000000001,12.100000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
12.200000000000001,12.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
12.3,12.3,0.0,0.0,0.0,0.0,0.0,0,0.0
12.4,12.4,0.0,0.0,0.0,0.0,0.0,0,0.0
12.5,12.5,0.0,0.0,0.0,0.0,0.0,0,0.0
12.600000000000001,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
12.700000000000001,12.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
12.8,12.8,0.0,0.0,0.0,0.0,0.0,0,0.0
12.9,12.9,0.0,0.0,0.0,0.0,0.0,0,0.0
13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0
13.100000000000001,13.100000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
13.200000000000001,13.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
13.3,13.3,0.0,0.0,0.0,0.0,0.0,0,0.0
13.4,13.4,0.0,0.0,0.0,0.0,0.0,0,0.0
13.5,13.5,0.0,0.0,0.0,0.0,0.0,0,0.0
13.600000000000001,13.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
13.700000000000001,13.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
13.8,13.8,0.0,0.0,0.0,0.0,0.0,0,0.0
13.9,13.9,0.0,0.0,0.0,0.0,0.0,0,0.0
14.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0
14.100000000000001,14.100000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
14.200000000000001,14.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
14.3,14.3,0.0,0.0,0.0,0.0,0.0,0,0.0
14.4,14.4,0.0,0.0,0.0,0.0,0.0,0,0.0
14.5,14.5,0.0,0.0,0.0,0.0,0.0,0,0.0
14.600000000000001,14.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
14.700000000000001,14.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
14.8,14.8,0.0,0.0,0.0,0.0,0.0,0,0.0
14.9,14.9,0.0,0.0,0.0,0.0,0.0,0,0.0
15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15.100000000000001,15.100000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
15.200000000000001,15.200000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
15.3,15.3,0.0,0.0,0.0,0.0,0.0,0,0.0
15.4,15.4,0.0,0.0,0.0,0.0,0.0,0,0.0
15.5,15.5,0.0,0.0,0.0,0.0,0.0,0,0.0
15.600000000000001,15.600000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
15.700000000000001,15.700000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
15.8,15.8,0.0,0.0,0.0,0.0,0.0,0,0.0
15.9,15.9,0.0,0.0,0.0,0.0,0.0,0,0.0
16.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0
16.1,16.1,0.0,0.0,0.0,0.0,0.0,0,0.0
16.2,16.2,0.0,0.0,0.0,0.0,0.0,0,0.0
16.3,16.3,0.0,0.0,0.0,0.0,0.0,0,0.0
16.400000000000002,16.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
16.5,16.5,0.0,0.0,0.0,0.0,0.0,0,0.0
16.6,16.6,0.0,0.0,0.0,0.0,0.0,0,0.0
16.7,16.7,0.0,0.0,0.0,0.0,0.0,0,0.0
16.8,16.8,0.0,0.0,0.0,0.0,0.0,0,0.0
16.900000000000002,16.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
17.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0
17.1,17.1,0.0,0.0,0.0,0.0,0.0,0,0.0
17.2,17.2,0.0,0.0,0.0,0.0,0.0,0,0.0
17.3,17.3,0.0,0.0,0.0,0.0,0.0,0,0.0
17.400000000000002,17.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
17.5,17.5,0.0,0.0,0.0,0.0,0.0,0,0.0
17.6,17.6,0.0,0.0,0.0,0.0,0.0,0,0.0
17.7,17.7,0.0,0.0,0.0,0.0,0.0,0,0.0
17.8,17.8,0.0,0.0,0.0,0.0,0.0,0,0.0
17.900000000000002,17.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
18.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0
18.1,18.1,0.0,0.0,0.0,0.0,0.0,0,0.0
18.2,18.2,0.0,0.0,0.0,0.0,0.0,0,0.0
18.3,18.3,0.0,0.0,0.0,0.0,0.0,0,0.0
18.400000000000002,18.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
18.5,18.5,0.0,0.0,0.0,0.0,0.0,0,0.0
18.6,18.6,0.0,0.0,0.0,0.0,0.0,0,0.0
18.7,18.7,0.0,0.0,0.0,0.0,0.0,0,0.0
18.8,18.8,0.0,0.0,0.0,0.0,0.0,0,0.0
18.900000000000002,18.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
19.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0
19.1,19.1,0.0,0.0,0.0,0.0,0.0,0,0.0
19.200000000000003,19.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
19.3,19.3,0.0,0.0,0.0,0.0,0.0,0,0.0
19.400000000000002,19.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
19.5,19.5,0.0,0.0,0.0,0.0,0.0,0,0.0
19.6,19.6,0.0,0.0,0.0,0.0,0.0,0,0.0
19.700000000000003,19.700000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
19.8,19.8,0.0,0.0,0.0,0.0,0.0,0,0.0
19.900000000000002,19.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
20.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20.1,20.1,0.0,0.0,0.0,0.0,0.0,0,0.0
20.200000000000003,20.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
20.3,20.3,0.0,0.0,0.0,0.0,0.0,0,0.0
20.400000000000002,20.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
20.5,20.5,0.0,0.0,0.0,0.0,0.0,0,0.0
20.6,20.6,0.0,0.0,0.0,0.0,0.0,0,0.0
20.700000000000003,20.700000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
20.8,20.8,0.0,0.0,0.0,0.0,0.0,0,0.0
20.900000000000002,20.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
21.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0
21.1,21.1,0.0,0.0,0.0,0.0,0.0,0,0.0
21.200000000000003,21.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
21.3,21.3,0.0,0.0,0.0,0.0,0.0,0,0.0
21.400000000000002,21.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
21.5,21.5,0.0,0.0,0.0,0.0,0.0,0,0.0
21.6,21.6,0.0,0.0,0.0,0.0,0.0,0,0.0
21.700000000000003,21.700000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
21.8,21.8,0.0,0.0,0.0,0.0,0.0,0,0.0
21.900000000000002,21.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0
22.1,22.1,0.0,0.0,0.0,0.0,0.0,0,0.0
22.200000000000003,22.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
22.3,22.3,0.0,0.0,0.0,0.0,0.0,0,0.0
22.400000000000002,22.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
22.5,22.5,0.0,0.0,0.0,0.0,0.0,0,0.0
22.6,22.6,0.0,0.0,0.0,0.0,0.0,0,0.0
22.700000000000003,22.700000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
22.8,22.8,0.0,0.0,0.0,0.0,0.0,0,0.0
22.900000000000002,22.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0
23.1,23.1,0.0,0.0,0.0,0.0,0.0,0,0.0
23.200000000000003,23.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
23.3,23.3,0.0,0.0,0.0,0.0,0.0,0,0.0
23.400000000000002,23.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
23.5,23.5,0.0,0.0,0.0,0.0,0.0,0,0.0
23.6,23.6,0.0,0.0,0.0,0.0,0.0,0,0.0
23.700000000000003,23.700000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
23.8,23.8,0.0,0.0,0.0,0.0,0.0,0,0.0
23.900000000000002,23.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
24.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0.0
24.1,24.1,0.0,0.0,0.0,0.0,0.0,0,0.0
24.200000000000003,24.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
24.3,24.3,0.0,0.0,0.0,0.0,0.0,0,0.0
24.400000000000002,24.400000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
24.5,24.5,0.0,0.0,0.0,0.0,0.0,0,0.0
24.6,24.6,0.0,0.0,0.0,0.0,0.0,0,0.0
24.700000000000003,24.700000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
24.8,24.8,0.0,0.0,0.0,0.0,0.0,0,0.0
24.900000000000002,24.900000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0
25.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0
25.1,25.1,0.0,0.0,0.0,0.0,0.0,0,0.0
25.200000000000003,25.200000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0
25.3,25.3,0.0,0.0,0.0,0.0,0.0,0,0.0
25.400000000000002,25.400000000000002,1.5707963267948966,5.620588846581029e-12,3.2406673713041785e-23,5.620588846581029e-12,5.620588846548622e-12,1,0.0
25.5,25.5,1.5707963267948966,2.22572342307837e-10,4.97900178141886e-20,2.22572342307837e-10,2.22572342258047e-10,1,0.0
25.6,25.6,1.5707963267948966,1.5577420417818544e-09,2.430924669323248e-18,1.5577420417818544e-09,1.5577420393509298e-09,1,0.0
25.700000000000003,25.700000000000003,1.5707963267948966,6.99631512360589e-09,4.9269044650095405e-17,6.99631512360589e-09,6.996315074336845e-09,1,0.0
25.8,25.8,1.5707963267948966,2.350533622424413e-08,5.569285670867082e-16,2.350533622424413e-08,2.3505335667315563e-08,1,0.0
25.900000000000002,25.900000000000002,1.5707963267948966,6.431375545012369e-08,4.151522736341543e-15,6.431375545012369e-08,6.431375129860095e-08,1,0.0
26.0,26.0,1.5707963267948966,1.5041563476689287e-07,2.2710921284200227e-14,1.5041563476689287e-07,1.5041561205597158e-07,1,0.0
26.1,26.1,1.5707963267948966,3.12123273975252e-07,9.79890839490649e-14,3.12123273975252e-07,3.1212317598616806e-07,1,0.0
26.200000000000003,26.200000000000003,1.5707963267948966,5.915883252988227e-07,3.507551234813431e-13,5.915883252988227e-07,5.915879745436992e-07,1,0.0
26.3,26.3,1.5707963267948966,1.0376538516303818e-06,1.0805026292838504e-12,1.0376538516303818e-06,1.0376527711277526e-06,1,0.0
26.400000000000002,26.400000000000002,1.5707963267948966,1.7099435484153694e-06,2.9438120588080002e-12,1.7099435484153694e-06,1.7099406046033107e-06,1,0.0
26.5,26.5,1.5707963267948966,2.6843465140198263e-06,7.2428643535517445e-12,2.6843465140198263e-06,2.6843392711554726e-06,1,0.0
26.6,26.6,1.5707963267948966,4.035311118932804e-06,1.6355189151996018e-11,4.035311118932804e-06,4.0352947637436525e-06,2,0.0
26.700000000000003,26.700000000000003,1.5707963267948966,5.851128620185261e-06,3.4332846517244045e-11,5.851128620185261e-06,5.851094287338744e-06,2,0.0
26.8,26.8,1.5707963267948966,8.203622390756814e-06,6.769153768442399e-11,8.203622390756814e-06,8.20355469921913e-06,2,0.0
26.900000000000002,26.900000000000002,1.5707963267948966,1.1203257725485783e-05,1.2640608653440896e-10,1.1203257725485783e-05,1.1203131319399249e-05,2,0.0
27.0,27.0,1.5707963267948966,1.4969810150327648e-05,2.2511236994027608e-10,1.4969810150327648e-05,1.4969585037957707e-05,2,0.0
27.1,27.1,1.5707963267948966,1.9601754200671348e-05,3.8451082393869254e-10,1.9601754200671348e-05,1.960136968984741e-05,2,0.0
27.200000000000003,27.200000000000003,1.5707963267948966,2.509291287277272e-05,6.329555850457129e-10,2.509291287277272e-05,2.5092279917187675e-05,2,0.0
27.3,27.3,1.5707963267948966,3.170099725310051e-05,1.0082483525161327e-09,3.170099725310051e-05,3.1699989004747994e-05,2,0.0
27.400000000000002,27.400000000000002,1.5707963267948966,3.9403792131016686e-05,1.5594995361533275e-09,3.9403792131016686e-05,3.940223263148053e-05,2,0.0
27.5,27.5,1.5707963267948966,4.846983044391421e-05,2.3492307506869933e-09,4.846983044391421e-05,4.846748121316352e-05,2,0.0
27.6,27.6,1.5707963267948966,5.870247859261126e-05,3.455382100782717e-09,5.870247859261126e-05,5.869902321051048e-05,2,0.0
27.700000000000003,27.700000000000003,1.5707963267948966,7.045938283422242e-05,4.973572999059182e-09,7.045938283422242e-05,7.045440926122337e-05,2,0.0
27.8,27.8,1.5707963267948966,8.366319728962595e-05,7.0192510180055055e-09,8.366319728962595e-05,8.365617803860794e-05,2,0.0
27.900000000000002,27.900000000000002,1.5707963267948966,9.840540147047656e-05,9.729769052085008e-09,9.840540147047656e-05,9.839567170142448e-05,2,0.0
28.0,28.0,1.5707963267948966,0.00011491603962432923,1.3266811828081427e-08,0.00011491603962432923,0.00011490277281250115,2,0.0
28.1,28.1,1.5707963267948966,0.0001331148191660888,1.7817986916472414e-08,0.0001331148191660888,0.0001330970011791723,2,0.0
28.200000000000003,28.200000000000003,1.5707963267948966,0.00015323009115245776,2.359937770230745e-08,0.00015323009115245776,0.00015320649177475544,2,0.0
28.3,28.3,1.5707963267948966,0.00017550487501638454,3.085702295209101e-08,0.00017550487501638454,0.00017547401799343244,2,0.0
28.400000000000002,28.400000000000002,1.5707963267948966,0.00019890342570206087,3.986780233375908e-08,0.00019890342570206087,0.00019886355789972712,2,0.0
28.5,28.5,1.5707963267948966,0.0002252432187881366,5.094469710945004e-08,0.0002252432187881366,0.00022519227409102717,2,0.0
28.6,28.6,1.5707963267948966,0.00025308270764458444,6.443184666985789e-08,0.00025308270764458444,0.0002530182757979146,3,0.0
28.700000000000003,28.700000000000003,1.5707963267948966,0.0002839872842146215,8.071325633771281e-08,0.0002839872842146215,0.00028390657095828375,3,0.0
28.8,28.8,1.5707963267948966,0.00031663836873724977,1.0020654320924214e-07,0.00031663836873724977,0.00031653816219404053,3,0.0
28.900000000000002,28.900000000000002,1.5707963267948966,0.00035046230106313146,1.2336963874205024e-07,0.00035046230106313146,0.0003503389314243894,3,0.0
29.0,29.0,1.5707963267948966,0.00038796293147354527,1.507013282329679e-07,0.00038796293147354527,0.0003878122301453123,3,0.0
29.1,29.1,1.5707963267948966,0.00042645007831996524,1.8273514200775127e-07,0.00042645007831996524,0.0004262673431779575,3,0.0
29.200000000000003,29.200000000000003,1.5707963267948966,0.0004676643213576895,2.2004875612475157e-07,0.0004676643213576895,0.00046744427260156477,3,0.0
29.3,29.3,1.5707963267948966,0.0005114849256296012,2.6326136378373006e-07,0.0005114849256296012,0.0005112216642658174,3,0.0
29.400000000000002,29.400000000000002,1.5707963267948966,0.0005577226111193222,3.1302924330384284e-07,0.0005577226111193222,0.0005574095818760184,3,0.0
29.5,29.5,1.5707963267948966,0.000606118552699025,3.7004946879905757e-07,0.000606118552699025,0.000605748503230226,3,0.0
29.6,29.6,1.5707963267948966,0.000658107809051454,4.350697303852538e-07,0.000658107809051454,0.0006576727393210688,3,0.0
29.700000000000003,29.700000000000003,1.5707963267948966,0.0007136747042646107,5.088633023504745e-07,0.0007136747042646107,0.0007131658409622602,3,0.0
29.8,29.8,1.5707963267948966,0.0007670267924180631,5.92236075349435e-07,0.0007670267924180631,0.0007664345563427136,3,0.0
29.900000000000002,29.900000000000002,1.5707963267948966,0.0008274163591432172,6.86079298556571e-07,0.0008274163591432172,0.0008267302798446606,3,0.0
30.0,30.0,1.5707963267948966,0.0008884923105564545,7.912648997007763e-07,0.0008884923105564545,0.0008877010456567537,3,0.0
30.1,30.1,1.5707963267948966,0.0009506675786189566,9.087286468877284e-07,0.0009506675786189566,0.0009497588499720688,3,0.0
30.200000000000003,30.200000000000003,1.5707963267948966,0.001018463178922408,1.0394707648990998e-06,0.001018463178922408,0.001017423708157509,3,0.0
30.3,30.3,1.5707963267948966,0.0010867991732619786,1.1844737150714602e-06,0.0010867991732619786,0.001085614699546907,3,0.0
30.400000000000002,30.400000000000002,1.5707963267948966,0.001158454868071673,1.3447993654978137e-06,0.001158454868071673,0.0011571100687061753,3,0.0
30.5,30.5,1.5707963267948966,0.0012310864817732749,1.5215129380718888e-06,0.0012310864817732749,0.0012295649688352029,3,0.0
30.6,30.6,1.5707963267948966,0.0013112520216886437,1.7157668793792257e-06,0.0013112520216886437,0.0013095362548092644,3,0.0
30.700000000000003,30.700000000000003,1.5707963267948966,0.0013882144775079072,1.928660297797753e-06,0.0013882144775079072,0.0013862858172101094,3,0.0
30.8,30.8,1.5707963267948966,0.0014708329900482544,2.161402846509778e-06,0.0014708329900482544,0.0014686715872017446,3,0.0
30.900000000000002,30.900000000000002,1.5707963267948966,0.0015560954248850787,2.415196341555456e-06,0.0015560954248850787,0.0015536802285435233,3,0.0
31.0,31.0,1.5707963267948966,0.0016380544208989913,2.691244821887034e-06,0.0016380544208989913,0.0016353631760771042,3,0.0
31.1,31.1,1.5707963267948966,0.0017275915783153185,2.990883782120268e-06,0.0017275915783153185,0.0017246006945331983,3,0.0
31.200000000000003,31.200000000000003,1.5707963267948966,0.0018219893292937151,3.315380775227681e-06,0.0018219893292937151,0.0018186739485184875,3,0.0
31.3,31.3,1.5707963267948966,0.0019183191984544433,3.6660264321246823e-06,0.0019183191984544433,0.0019146531720223186,4,0.0
31.400000000000002,31.400000000000002,1.5707963267948966,0.002010771176396107,4.0441560710999835e-06,0.002010771176396107,0.002006727020325007,4,0.0
31.5,31.5,1.5707963267948966,0.002111799578786209,4.451198354469931e-06,0.002111799578786209,0.0021073483804317393,4,0.0
31.6,31.6,1.5707963267948966,0.002212871650804281,4.8884647382818185e-06,0.002212871650804281,0.002207983186065999,4,0.0
31.700000000000003,31.700000000000003,1.5707963267948966,0.002316680364563631,5.357406695940901e-06,0.002316680364563631,0.00231132295786769,4,0.0
